Mes,Importado,Exportado
01-Ene-2015,46,166
01-Feb-15,50,493
01-Mar-15,58,482
01-Abr-2015,58,388
01-May-15,76,136
01-Jun-15,59,13
01-Jul-15,92,11
01-Ago-2015,81,10
01-Sep-15,59,6
01-Oct-15,75,29
01-Nov-15,61,26
01-Dic-2015,49,49
