Mes,Importado,Exportado
Enero,2006,272676
Febrero,1075,188025
Marzo,958,127579
Abril,373,68872
Mayo,3935,36010
Junio,688,10600
Julio,886,2908
Agosto,501,3788
Septiembre,1222,27171
Octubre,1053,185546
Noviembre,1952,306761
Diciembre,1619,336385
