name,photo,role,twitter,facebook,linkedin,url
Flora Fosset,http://soydetemporada.es/img/flora.jpg,colaborators.coordination,florafosset,,,http://fosset.co/
Jimena García,http://soydetemporada.es/img/jimena.jpg,colaborators.research,_jimmyjazzzz,,,,
Diego Ramírez,http://soydetemporada.es/img/diego.jpg,colaborators.development,lowfill,,,https://lowfill.org
Pau Valiente,http://soydetemporada.es/img/pau.jpg,colaborators.design,paucc,,,http://www.pau.cc/
Rai Abril,http://soydetemporada.es/img/rai.jpg,colaborators.data_analysis,Raiskv,,,,
