Mes,Importado,Exportado
Enero,1136,11235
Febrero,584,10002
Marzo,790,10274
Abril,861,9726
Mayo,1334,4197
Junio,1251,2312
Julio,657,1645
Agosto,810,2505
Septiembre,1091,1664
Octubre,599,2342
Noviembre,586,6380
Diciembre,1168,10070
