Mes,Importado,Exportado
Enero,345,163
Febrero,1078,325
Marzo,1563,709
Abril,998,1054
Mayo,231,2139
Junio,386,16656
Julio,624,28821
Agosto,105,23471
Septiembre,101,20741
Octubre,124,10971
Noviembre,316,3342
Diciembre,70,324
