Mes,Importado,Exportado
Enero,49,12953
Febrero,5,11865
Marzo,6,13115
Abril,18,12493
Mayo,3,10754
Junio,16,3420
Julio,57,2806
Agosto,10,1093
Septiembre,82,1079
Octubre,70,1561
Noviembre,87,6503
Diciembre,49,10176
