Mes,Importado,Exportado
01-Ene-2015,818,52719
01-Feb-2015,201,54648
01-Mar-2015,148,58349
01-Abr-2015,470,47438
01-May-2015,355,39206
01-Jun-2015,457,18091
01-Jul-2015,561,4763
01-Ago-2015,691,3754
01-Sep-2015,1332,3803
01-Oct-2015,597,12173
01-Nov-2015,362,30872
01-Dic-2015,450,43878
