fila,subfila,columna,subcolumna,valor
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,008 Dinamarca,Total modo transporte,"197063,41"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,008 Dinamarca,Total modo transporte,"51240,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,008 Dinamarca,1  Marítimo,"2599385,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,008 Dinamarca,1  Marítimo,"812220,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,008 Dinamarca,1  Marítimo,"817780,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,008 Dinamarca,1  Marítimo,"550000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2016,008 Dinamarca,1  Marítimo,"365525,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,008 Dinamarca,1  Marítimo,"26620,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,008 Dinamarca,1  Marítimo,"27240,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,008 Dinamarca,3  Carretera,"937040,41"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,008 Dinamarca,3  Carretera,"24704,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,008 Dinamarca,3  Carretera,"77000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,008 Dinamarca,3  Carretera,"270450,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2016,008 Dinamarca,3  Carretera,"370443,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,008 Dinamarca,3  Carretera,"170443,41"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,008 Dinamarca,3  Carretera,"24000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,009 Grecia,Total modo transporte,"59250,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,009 Grecia,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,009 Grecia,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,009 Grecia,Total modo transporte,"46250,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2016,009 Grecia,Total modo transporte,"13000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,009 Grecia,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,009 Grecia,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,009 Grecia,3  Carretera,"59250,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,009 Grecia,3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,009 Grecia,3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,009 Grecia,3  Carretera,"46250,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2016,009 Grecia,3  Carretera,"13000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,009 Grecia,3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,009 Grecia,3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,010 Portugal (d.01/01/86),Total modo transporte,"9372744,01"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,010 Portugal (d.01/01/86),Total modo transporte,"199925,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,010 Portugal (d.01/01/86),Total modo transporte,"206820,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,010 Portugal (d.01/01/86),Total modo transporte,"718964,63"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2016,010 Portugal (d.01/01/86),Total modo transporte,"783497,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,010 Portugal (d.01/01/86),Total modo transporte,"157536,63"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,010 Portugal (d.01/01/86),Total modo transporte,"7306000,25"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,010 Portugal (d.01/01/86),1  Marítimo,"15400,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,010 Portugal (d.01/01/86),1  Marítimo,"15400,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,010 Portugal (d.01/01/86),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,010 Portugal (d.01/01/86),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2016,010 Portugal (d.01/01/86),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,010 Portugal (d.01/01/86),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,010 Portugal (d.01/01/86),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,010 Portugal (d.01/01/86),3  Carretera,"9357344,01"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,010 Portugal (d.01/01/86),3  Carretera,"184525,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,010 Portugal (d.01/01/86),3  Carretera,"206820,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,010 Portugal (d.01/01/86),3  Carretera,"718964,63"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2016,010 Portugal (d.01/01/86),3  Carretera,"783497,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,010 Portugal (d.01/01/86),3  Carretera,"157536,63"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,010 Portugal (d.01/01/86),3  Carretera,"7306000,25"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,017 Bélgica (d.01/01/99),Total modo transporte,"15011595,95"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,017 Bélgica (d.01/01/99),Total modo transporte,"788278,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,017 Bélgica (d.01/01/99),Total modo transporte,"1700976,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,017 Bélgica (d.01/01/99),Total modo transporte,"1854435,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2016,017 Bélgica (d.01/01/99),Total modo transporte,"4429551,95"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,017 Bélgica (d.01/01/99),Total modo transporte,"4427418,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,017 Bélgica (d.01/01/99),Total modo transporte,"1810937,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,017 Bélgica (d.01/01/99),1  Marítimo,"3600,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,017 Bélgica (d.01/01/99),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,017 Bélgica (d.01/01/99),1  Marítimo,"1800,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,017 Bélgica (d.01/01/99),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2016,017 Bélgica (d.01/01/99),1  Marítimo,"900,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,017 Bélgica (d.01/01/99),1  Marítimo,"900,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,017 Bélgica (d.01/01/99),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,017 Bélgica (d.01/01/99),3  Carretera,"15007995,95"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,017 Bélgica (d.01/01/99),3  Carretera,"788278,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,017 Bélgica (d.01/01/99),3  Carretera,"1699176,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,017 Bélgica (d.01/01/99),3  Carretera,"1854435,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2016,017 Bélgica (d.01/01/99),3  Carretera,"4428651,95"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,017 Bélgica (d.01/01/99),3  Carretera,"4426518,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,017 Bélgica (d.01/01/99),3  Carretera,"1810937,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,018 Luxemburgo (d.01/01/99),Total modo transporte,"2552969,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,018 Luxemburgo (d.01/01/99),Total modo transporte,"655070,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,018 Luxemburgo (d.01/01/99),Total modo transporte,"539650,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,018 Luxemburgo (d.01/01/99),Total modo transporte,"554895,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2016,018 Luxemburgo (d.01/01/99),Total modo transporte,"459154,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,018 Luxemburgo (d.01/01/99),Total modo transporte,"295000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,018 Luxemburgo (d.01/01/99),Total modo transporte,"49200,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,018 Luxemburgo (d.01/01/99),3  Carretera,"2552969,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,018 Luxemburgo (d.01/01/99),3  Carretera,"655070,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,018 Luxemburgo (d.01/01/99),3  Carretera,"539650,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,018 Luxemburgo (d.01/01/99),3  Carretera,"554895,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2016,018 Luxemburgo (d.01/01/99),3  Carretera,"459154,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,018 Luxemburgo (d.01/01/99),3  Carretera,"295000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,018 Luxemburgo (d.01/01/99),3  Carretera,"49200,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,030 Suecia,Total modo transporte,"332895,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,030 Suecia,Total modo transporte,"127011,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,030 Suecia,Total modo transporte,"49831,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,030 Suecia,Total modo transporte,"52000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2016,030 Suecia,Total modo transporte,"78011,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,030 Suecia,Total modo transporte,"26022,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,030 Suecia,Total modo transporte,"20,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,030 Suecia,1  Marítimo,"332800,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,030 Suecia,1  Marítimo,"127000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,030 Suecia,1  Marítimo,"49800,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,030 Suecia,1  Marítimo,"52000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2016,030 Suecia,1  Marítimo,"78000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,030 Suecia,1  Marítimo,"26000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,030 Suecia,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,030 Suecia,3  Carretera,"95,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,030 Suecia,3  Carretera,"11,00"
