,producto,fecha,pais,transporte,kg,tipo
293,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-07-01 00:00:00, Estados Unidos,Carretera,25650.0,import
302,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-12-01 00:00:00, México,Carretera,9.0,import
304,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-10-01 00:00:00, México,Carretera,27.0,import
306,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-08-01 00:00:00, México,Carretera,36.0,import
307,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-07-01 00:00:00, México,Carretera,23.0,import
321,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-07-01 00:00:00, Ecuador,Aire,5.0,import
330,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-12-01 00:00:00, Chipre,Marítimo,26000.0,import
334,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-08-01 00:00:00, Chipre,Marítimo,25000.0,import
335,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-07-01 00:00:00, Chipre,Marítimo,75000.0,import
349,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-07-01 00:00:00, Israel,Marítimo,54000.0,import
38,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Francia,Ferrocarril,65946.0,import
43,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Francia,Carretera,61531910.65,import
44,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Francia,Carretera,63984721.55,import
45,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Francia,Carretera,73295159.12,import
46,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Francia,Carretera,62481630.07,import
47,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Francia,Carretera,52502775.29,import
48,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Francia,Carretera,24259560.47,import
57,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Países Bajos,Carretera,6783462.65,import
58,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Países Bajos,Carretera,4451589.9,import
59,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Países Bajos,Carretera,10871076.16,import
60,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Países Bajos,Carretera,6649119.43,import
61,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Países Bajos,Carretera,2582864.29,import
62,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Países Bajos,Carretera,1382000.0,import
71,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Alemania,Marítimo,160.0,import
72,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Alemania,Marítimo,180.0,import
73,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Alemania,Marítimo,62.0,import
74,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Alemania,Marítimo,330.0,import
75,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Alemania,Marítimo,360.0,import
76,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Alemania,Marítimo,210.0,import
78,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Alemania,Carretera,268245.0,import
79,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Alemania,Carretera,46748.0,import
80,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Alemania,Carretera,61254.0,import
81,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Alemania,Carretera,243059.0,import
82,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Alemania,Carretera,22454.32,import
83,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Alemania,Carretera,348947.33,import
92,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Italia,Carretera,2324.0,import
93,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Italia,Carretera,93154.0,import
94,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Italia,Carretera,222654.0,import
95,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Italia,Carretera,252227.0,import
96,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Italia,Carretera,16285.0,import
97,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Italia,Carretera,4863.0,import
106,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Reino Unido,Marítimo,5966268.0,import
107,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Reino Unido,Marítimo,6777896.0,import
108,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Reino Unido,Marítimo,5095255.0,import
109,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Reino Unido,Marítimo,1811724.0,import
110,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Reino Unido,Marítimo,1125195.0,import
111,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Reino Unido,Marítimo,300387.0,import
113,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Reino Unido,Carretera,509418.1,import
114,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Reino Unido,Carretera,836707.1,import
115,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Reino Unido,Carretera,1937867.1,import
116,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Reino Unido,Carretera,1636285.76,import
117,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Reino Unido,Carretera,905570.07,import
118,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Reino Unido,Carretera,90007.0,import
127,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Dinamarca,Marítimo,221651.0,import
128,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Dinamarca,Marítimo,301766.0,import
129,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Dinamarca,Marítimo,138318.0,import
130,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Dinamarca,Marítimo,27500.0,import
131,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Dinamarca,Marítimo,28000.0,import
135,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Dinamarca,Carretera,48000.0,import
136,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Dinamarca,Carretera,24375.0,import
137,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Dinamarca,Carretera,93300.0,import
138,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Dinamarca,Carretera,24000.0,import
139,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Dinamarca,Carretera,24000.0,import
150,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Grecia,Carretera,71100.0,import
151,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Grecia,Carretera,16250.0,import
162,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Portugal,Carretera,179748.0,import
163,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Portugal,Carretera,58570.0,import
164,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Portugal,Carretera,666526.0,import
165,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Portugal,Carretera,425571.8,import
166,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Portugal,Carretera,344937.0,import
167,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Portugal,Carretera,4611550.0,import
179,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Bélgica,Marítimo,900.0,import
183,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Bélgica,Carretera,1379947.98,import
184,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Bélgica,Carretera,1743582.98,import
185,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Bélgica,Carretera,2639925.0,import
186,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Bélgica,Carretera,2463500.0,import
187,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Bélgica,Carretera,2667320.0,import
188,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Bélgica,Carretera,1908103.0,import
197,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Luxemburgo,Carretera,100300.0,import
198,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Luxemburgo,Carretera,225950.0,import
199,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Luxemburgo,Carretera,379200.0,import
200,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Luxemburgo,Carretera,351700.0,import
201,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Luxemburgo,Carretera,427000.0,import
202,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Luxemburgo,Carretera,250900.0,import
212,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Suecia,Marítimo,28000.0,import
213,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Suecia,Marítimo,131000.0,import
215,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Suecia,Marítimo,28000.0,import
218,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Suecia,Carretera,31.0,import
219,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Suecia,Carretera,10.0,import
220,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Suecia,Carretera,38.0,import
222,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Suecia,Carretera,10.0,import
234,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Finlandia,Carretera,0.5,import
248,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Austria,Carretera,22.0,import
262,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Suiza,Carretera,44000.0,import
263,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Suiza,Carretera,44000.0,import
278,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Malta,Marítimo,25000.0,import
279,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Malta,Marítimo,15325.0,import
289,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Polonia,Carretera,55000.0,import
304,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Marruecos,Marítimo,48000.0,import
305,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Marruecos,Marítimo,17140.0,import
309,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Marruecos,Carretera,51290.0,import
310,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Marruecos,Carretera,50334.0,import
311,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Marruecos,Carretera,287634.0,import
312,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Marruecos,Carretera,188512.0,import
313,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Marruecos,Carretera,50650.0,import
314,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Marruecos,Carretera,56708.0,import
327,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Egipto,Carretera,60.0,import
342,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Camerún,Carretera,69905.0,import
354,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Sudáfrica,Carretera,5760.0,import
366,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Estados Unidos,Carretera,10116.0,import
367,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Estados Unidos,Carretera,30873.0,import
368,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Estados Unidos,Carretera,1109.0,import
379,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, México,Carretera,9.0,import
380,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, México,Carretera,27.0,import
381,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, México,Carretera,31.5,import
382,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, México,Carretera,1.0,import
383,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, México,Carretera,31.5,import
384,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, México,Carretera,9.0,import
398,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Ecuador,Carretera,73750.0,import
410,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Brasil,Carretera,2700.0,import
424,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Argentina,Carretera,4608.0,import
435,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Chipre,Marítimo,74800.0,import
437,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Chipre,Marítimo,50800.0,import
440,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Chipre,Marítimo,28750.0,import
450,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Israel,Marítimo,513000.0,import
451,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Israel,Marítimo,4183650.0,import
452,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Israel,Marítimo,4374000.0,import
453,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Israel,Marítimo,1591650.0,import
454,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Israel,Marítimo,297000.0,import
30,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Francia,Carretera,72919851.79,import
31,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Francia,Carretera,76965546.76,import
32,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Francia,Carretera,82601146.93,import
33,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Francia,Carretera,72122418.12,import
34,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Francia,Carretera,58792171.03,import
35,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Francia,Carretera,12264072.25,import
42,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Países Bajos,Marítimo,2500.0,import
48,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Países Bajos,Carretera,9564204.45,import
49,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Países Bajos,Carretera,8440171.0,import
50,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Países Bajos,Carretera,12766855.7,import
51,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Países Bajos,Carretera,4972061.0,import
52,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Países Bajos,Carretera,2643445.41,import
53,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Países Bajos,Carretera,456803.1,import
60,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Alemania,Marítimo,45010.0,import
62,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Alemania,Marítimo,10.0,import
63,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Alemania,Marítimo,205000.0,import
64,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Alemania,Marítimo,10.0,import
65,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Alemania,Marítimo,190.06,import
66,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Alemania,Carretera,749976.0,import
67,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Alemania,Carretera,481368.0,import
68,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Alemania,Carretera,295016.82,import
69,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Alemania,Carretera,193544.0,import
70,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Alemania,Carretera,65.0,import
71,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Alemania,Carretera,7701.0,import
74,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Alemania,Aire,10.0,import
77,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Alemania,Aire,823.0,import
84,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Italia,Carretera,123597.0,import
85,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Italia,Carretera,170379.0,import
86,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Italia,Carretera,257140.5,import
87,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Italia,Carretera,146615.0,import
88,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Italia,Carretera,24118.0,import
89,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Italia,Carretera,12497.6,import
96,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Reino Unido,Marítimo,4185373.0,import
97,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Reino Unido,Marítimo,5025902.0,import
98,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Reino Unido,Marítimo,4126990.0,import
99,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Reino Unido,Marítimo,776144.0,import
100,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Reino Unido,Marítimo,240750.0,import
101,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Reino Unido,Marítimo,49620.0,import
