Mes,Importado,Exportado
01-Ene-2015,21.81,1089.60
01-Feb-2015,213.68,658.91
01-Mar-2015,95.37,678.04
01-Abr-2015,119.02,417.44
01-May-2015,64.56,210.21
01-Jun-2015,83.75,187.75
01-Jul-2015,289.06,94.21
01-Ago-2015,66.1,1209.78
01-Sep-2015,34.51,3,280.54
01-Oct-2015,188.22,4810.25
01-Nov-2015,237.42,3837.97
01-Dic-2015,88.65,2859.34
