fila,subfila,columna,subcolumna,valor
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,Total modo transporte,"282760451,63"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2016,Total Mundo,Total modo transporte,"104666152,59"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2016,Total Mundo,Total modo transporte,"74883145,84"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2016,Total Mundo,Total modo transporte,"35570247,81"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2016,Total Mundo,Total modo transporte,"12466793,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2016,Total Mundo,Total modo transporte,"10085208,60"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2016,Total Mundo,Total modo transporte,"45088903,29"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,1  Marítimo,"39726533,20"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2016,Total Mundo,1  Marítimo,"10645365,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2016,Total Mundo,1  Marítimo,"11363503,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2016,Total Mundo,1  Marítimo,"5108987,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2016,Total Mundo,1  Marítimo,"500163,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2016,Total Mundo,1  Marítimo,"460206,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2016,Total Mundo,1  Marítimo,"11648309,20"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,3  Carretera,"243032168,43"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2016,Total Mundo,3  Carretera,"94020654,59"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2016,Total Mundo,3  Carretera,"63519591,84"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2016,Total Mundo,3  Carretera,"30460529,81"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2016,Total Mundo,3  Carretera,"11965795,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2016,Total Mundo,3  Carretera,"9625002,60"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2016,Total Mundo,3  Carretera,"33440594,09"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,4  Aire,"1750,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2016,Total Mundo,4  Aire,"133,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2016,Total Mundo,4  Aire,"51,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2016,Total Mundo,4  Aire,"731,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2016,Total Mundo,4  Aire,"835,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2016,Total Mundo,4  Aire,
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2016,Total Mundo,4  Aire,
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,001 Francia,Total modo transporte,"197648386,81"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2016,001 Francia,Total modo transporte,"77209018,06"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2016,001 Francia,Total modo transporte,"52896893,08"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2016,001 Francia,Total modo transporte,"24806799,23"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2016,001 Francia,Total modo transporte,"7803967,99"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2016,001 Francia,Total modo transporte,"4498361,60"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2016,001 Francia,Total modo transporte,"30433346,85"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,001 Francia,1  Marítimo,"10500,00"
