fila,subfila,columna,subcolumna,valor
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2015,008 Dinamarca,3  Carretera,"24400,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2015,008 Dinamarca,3  Carretera,"24000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2015,008 Dinamarca,3  Carretera,"26250,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2015,008 Dinamarca,3  Carretera,"24000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2015,008 Dinamarca,3  Carretera,"48375,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2015,008 Dinamarca,3  Carretera,"24000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,010 Portugal (d.01/01/86),Total modo transporte,"7514712,70"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2015,010 Portugal (d.01/01/86),Total modo transporte,"1561722,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2015,010 Portugal (d.01/01/86),Total modo transporte,"74020,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2015,010 Portugal (d.01/01/86),Total modo transporte,"1006993,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2015,010 Portugal (d.01/01/86),Total modo transporte,"990255,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2015,010 Portugal (d.01/01/86),Total modo transporte,"1094179,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2015,010 Portugal (d.01/01/86),Total modo transporte,"2787543,20"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,010 Portugal (d.01/01/86),1  Marítimo,"162770,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2015,010 Portugal (d.01/01/86),1  Marítimo,"23100,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2015,010 Portugal (d.01/01/86),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2015,010 Portugal (d.01/01/86),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2015,010 Portugal (d.01/01/86),1  Marítimo,"139670,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2015,010 Portugal (d.01/01/86),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2015,010 Portugal (d.01/01/86),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,010 Portugal (d.01/01/86),3  Carretera,"7351942,70"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2015,010 Portugal (d.01/01/86),3  Carretera,"1538622,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2015,010 Portugal (d.01/01/86),3  Carretera,"74020,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2015,010 Portugal (d.01/01/86),3  Carretera,"1006993,00"
