fila,subfila,columna,subcolumna,valor
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2017,Total Mundo,Total modo transporte,"92442152,32"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2017,Total Mundo,Total modo transporte,"97577550,84"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2017,Total Mundo,Total modo transporte,"113399768,11"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2017,Total Mundo,Total modo transporte,"89689669,26"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2017,Total Mundo,Total modo transporte,"69617830,78"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2017,Total Mundo,Total modo transporte,"21780240,13"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2017,Total Mundo,1  Marítimo,"5424777,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2017,Total Mundo,1  Marítimo,"6896157,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2017,Total Mundo,1  Marítimo,"10475277,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2017,Total Mundo,1  Marítimo,"7387638,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2017,Total Mundo,1  Marítimo,"1586280,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2017,Total Mundo,1  Marítimo,"367130,06"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2017,Total Mundo,3  Carretera,"87017375,32"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2017,Total Mundo,3  Carretera,"90681393,84"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2017,Total Mundo,3  Carretera,"102924347,11"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2017,Total Mundo,3  Carretera,"82301822,26"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2017,Total Mundo,3  Carretera,"68031452,78"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2017,Total Mundo,3  Carretera,"21412125,07"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2017,Total Mundo,4  Aire,
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2017,Total Mundo,4  Aire,
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2017,Total Mundo,4  Aire,"144,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2017,Total Mundo,4  Aire,"209,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2017,Total Mundo,4  Aire,"98,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2017,Total Mundo,4  Aire,"985,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2017,001 Francia,Total modo transporte,"72919851,79"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2017,001 Francia,Total modo transporte,"76965546,76"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2017,001 Francia,Total modo transporte,"82601146,93"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2017,001 Francia,Total modo transporte,"72122418,12"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2017,001 Francia,Total modo transporte,"58792171,03"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2017,001 Francia,Total modo transporte,"12264072,25"
