Mes,Importado,Exportado
01-Ene-2015,1471,23202
01-Feb-2015,1308,26848
01-Mar-2015,794,33241
01-Abr-2015,241,36732
01-May-2015,86,29850
01-Jun-2015,66,11440
01-Jul-2015,27,12930
01-Ago-2015,47,3327
01-Sep-2015,32,11703
01-Oct-2015,181,31272
01-Nov-2015,2126,28875
01-Dic-2015,3831,26911
