,Provincia,P-t,INE
14,Huelva,15950.0,21
9,Cáceres,326.0,10
2,Ávila,215.0,5
13,Granada,97.0,18
12,Cádiz,90.0,11
0,Asturias,13.0,33
3,León,9.0,24
15,Sevilla,9.0,41
4,Segovia,8.0,40
7,Madrid,5.0,28
