Mes,Importado,Exportado
01-Ene-2015,596.82,"2,365.54"
01-Feb-2015,581.7,"3,309.13"
01-Mar-2015,521.38,"3,718.73"
01-Abr-2015,528.51,"3,450.92"
01-May-2015,489.66,"2,000.63"
01-Jun-2015,369.25,895.47
01-Jul-2015,201.16,158.61
01-Ago-2015,253.13,74.38
01-Sep-2015,604.08,65.01
01-Oct-2015,549.02,63.07
01-Nov-2015,403.93,686.66
01-Dic-2015,270.16,"1,641.55"
