Mes,Importado,Exportado
01-Ene-2015,854,284
01-Feb-2015,1078,359
01-Mar-2015,795,1922
01-Abr-2015,247,7125
01-May-2015,111,6248
01-Jun-2015,591,2702
01-Jul-2015,859,746
01-Ago-2015,681,216
01-Sep-2015,736,203
01-Oct-2015,957,920
01-Nov-2015,929,268
01-Dic-2015,988,307
