fila,subfila,columna,subcolumna,valor
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,001 Francia,Total modo transporte,"6120163,71"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,001 Francia,Total modo transporte,"331103,29"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,001 Francia,Total modo transporte,"462103,58"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,001 Francia,Total modo transporte,"521484,20"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2016,001 Francia,Total modo transporte,"797930,05"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,001 Francia,Total modo transporte,"1241221,77"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,001 Francia,Total modo transporte,"2766320,82"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,001 Francia,3  Carretera,"6120163,71"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,001 Francia,3  Carretera,"331103,29"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,001 Francia,3  Carretera,"462103,58"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,001 Francia,3  Carretera,"521484,20"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2016,001 Francia,3  Carretera,"797930,05"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,001 Francia,3  Carretera,"1241221,77"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,001 Francia,3  Carretera,"2766320,82"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,003 Países Bajos,Total modo transporte,"4598656,48"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,003 Países Bajos,Total modo transporte,"148788,67"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,003 Países Bajos,Total modo transporte,"181514,74"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,003 Países Bajos,Total modo transporte,"240292,24"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2016,003 Países Bajos,Total modo transporte,"246602,10"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,003 Países Bajos,Total modo transporte,"838109,68"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,003 Países Bajos,Total modo transporte,"2943349,06"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,003 Países Bajos,3  Carretera,"4598656,48"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,003 Países Bajos,3  Carretera,"148788,67"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,003 Países Bajos,3  Carretera,"181514,74"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,003 Países Bajos,3  Carretera,"240292,24"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2016,003 Países Bajos,3  Carretera,"246602,10"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,003 Países Bajos,3  Carretera,"838109,68"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,003 Países Bajos,3  Carretera,"2943349,06"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,004 Alemania,Total modo transporte,"30492551,89"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,004 Alemania,Total modo transporte,"2341,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,004 Alemania,Total modo transporte,"28346,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,004 Alemania,Total modo transporte,"124684,70"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2016,004 Alemania,Total modo transporte,"157854,89"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,004 Alemania,Total modo transporte,"7632098,16"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,004 Alemania,Total modo transporte,"22547227,14"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,004 Alemania,1  Marítimo,"1171949,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,004 Alemania,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,004 Alemania,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,004 Alemania,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2016,004 Alemania,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2016,004 Alemania,1  Marítimo,"392510,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2016,004 Alemania,1  Marítimo,"779439,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,004 Alemania,3  Carretera,"29320602,89"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2016,004 Alemania,3  Carretera,"2341,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2016,004 Alemania,3  Carretera,"28346,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2016,004 Alemania,3  Carretera,"124684,70"
