fila,subfila,columna,subcolumna,valor
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,Total modo transporte,"109257126,91"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2014,Total Mundo,Total modo transporte,"21428758,04"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2014,Total Mundo,Total modo transporte,"24009549,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2014,Total Mundo,Total modo transporte,"16846231,68"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2014,Total Mundo,Total modo transporte,"15477394,54"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2014,Total Mundo,Total modo transporte,"7612316,90"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2014,Total Mundo,Total modo transporte,"23882876,25"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,1  Marítimo,"1461468,35"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2014,Total Mundo,1  Marítimo,"247810,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2014,Total Mundo,1  Marítimo,"98225,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2014,Total Mundo,1  Marítimo,"202347,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2014,Total Mundo,1  Marítimo,"153406,20"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2014,Total Mundo,1  Marítimo,"246047,15"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2014,Total Mundo,1  Marítimo,"513633,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,3  Carretera,"107790881,76"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2014,Total Mundo,3  Carretera,"21178329,04"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2014,Total Mundo,3  Carretera,"23910623,20"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2014,Total Mundo,3  Carretera,"16643471,76"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2014,Total Mundo,3  Carretera,"15323582,41"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2014,Total Mundo,3  Carretera,"7365904,95"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2014,Total Mundo,3  Carretera,"23368970,40"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,4  Aire,"4776,80"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2014,Total Mundo,4  Aire,"2619,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2014,Total Mundo,4  Aire,"701,30"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2014,Total Mundo,4  Aire,"412,93"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2014,Total Mundo,4  Aire,"405,93"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2014,Total Mundo,4  Aire,"364,80"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2014,Total Mundo,4  Aire,"272,85"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,001 Francia,Total modo transporte,"4532559,48"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2014,001 Francia,Total modo transporte,"1074090,65"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2014,001 Francia,Total modo transporte,"1148545,25"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2014,001 Francia,Total modo transporte,"490867,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2014,001 Francia,Total modo transporte,"415527,01"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2014,001 Francia,Total modo transporte,"858182,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2014,001 Francia,Total modo transporte,"545347,07"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,001 Francia,3  Carretera,"4532559,48"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2014,001 Francia,3  Carretera,"1074090,65"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2014,001 Francia,3  Carretera,"1148545,25"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2014,001 Francia,3  Carretera,"490867,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2014,001 Francia,3  Carretera,"415527,01"
