fila,subfila,columna,subcolumna,valor
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,001 Francia,3  Carretera,"416177,06"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,001 Francia,3  Carretera,"478934,80"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,001 Francia,3  Carretera,"813282,60"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,001 Francia,3  Carretera,"1108478,30"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,001 Francia,3  Carretera,"1907154,68"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,001 Francia,3  Carretera,"1531772,13"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,003 Países Bajos,Total modo transporte,"4175750,87"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,003 Países Bajos,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,003 Países Bajos,Total modo transporte,"2155,60"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,003 Países Bajos,Total modo transporte,"242553,38"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,003 Países Bajos,Total modo transporte,"43375,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,003 Países Bajos,Total modo transporte,"1959433,29"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,003 Países Bajos,Total modo transporte,"1928233,60"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,003 Países Bajos,1  Marítimo,"108741,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,003 Países Bajos,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,003 Países Bajos,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,003 Países Bajos,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,003 Países Bajos,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,003 Países Bajos,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,003 Países Bajos,1  Marítimo,"108741,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,003 Países Bajos,3  Carretera,"4067009,87"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,003 Países Bajos,3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,003 Países Bajos,3  Carretera,"2155,60"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,003 Países Bajos,3  Carretera,"242553,38"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,003 Países Bajos,3  Carretera,"43375,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,003 Países Bajos,3  Carretera,"1959433,29"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,003 Países Bajos,3  Carretera,"1819492,60"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,004 Alemania,Total modo transporte,"28651767,37"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,004 Alemania,Total modo transporte,"3651,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,004 Alemania,Total modo transporte,"19848,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,004 Alemania,Total modo transporte,"49356,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,004 Alemania,Total modo transporte,"248670,80"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,004 Alemania,Total modo transporte,"6119716,68"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,004 Alemania,Total modo transporte,"22210524,89"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,004 Alemania,1  Marítimo,"754369,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,004 Alemania,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,004 Alemania,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,004 Alemania,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,004 Alemania,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,004 Alemania,1  Marítimo,"361714,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,004 Alemania,1  Marítimo,"392655,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,004 Alemania,2  Ferrocarril,"4800,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,004 Alemania,2  Ferrocarril,
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,004 Alemania,2  Ferrocarril,
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,004 Alemania,2  Ferrocarril,
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,004 Alemania,2  Ferrocarril,"4800,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,004 Alemania,2  Ferrocarril,
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,004 Alemania,2  Ferrocarril,
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,004 Alemania,3  Carretera,"27892598,37"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,004 Alemania,3  Carretera,"3651,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,004 Alemania,3  Carretera,"19848,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,004 Alemania,3  Carretera,"49356,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,004 Alemania,3  Carretera,"243870,80"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,004 Alemania,3  Carretera,"5758002,68"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,004 Alemania,3  Carretera,"21817869,89"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,005 Italia,Total modo transporte,"811803,80"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,005 Italia,Total modo transporte,"103600,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,005 Italia,Total modo transporte,"99066,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,005 Italia,Total modo transporte,"131645,90"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,005 Italia,Total modo transporte,"198081,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,005 Italia,Total modo transporte,"168084,40"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,005 Italia,Total modo transporte,"111326,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,005 Italia,3  Carretera,"811803,80"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,005 Italia,3  Carretera,"103600,00"
