fila,subfila,columna,subcolumna,valor
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,001 Francia,Total modo transporte,"4037560,05"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2017,001 Francia,Total modo transporte,"1037401,54"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2017,001 Francia,Total modo transporte,"1839330,35"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2017,001 Francia,Total modo transporte,"1160828,16"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,001 Francia,3  Carretera,"4035560,05"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2017,001 Francia,3  Carretera,"1037401,54"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2017,001 Francia,3  Carretera,"1837330,35"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2017,001 Francia,3  Carretera,"1160828,16"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,001 Francia,5  Tráfico postal,"2000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2017,001 Francia,5  Tráfico postal,
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2017,001 Francia,5  Tráfico postal,"2000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2017,001 Francia,5  Tráfico postal,
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,003 Países Bajos,Total modo transporte,"3055339,30"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2017,003 Países Bajos,Total modo transporte,"1949929,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2017,003 Países Bajos,Total modo transporte,"1036606,10"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2017,003 Países Bajos,Total modo transporte,"68804,20"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,003 Países Bajos,1  Marítimo,"150545,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2017,003 Países Bajos,1  Marítimo,"85485,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2017,003 Países Bajos,1  Marítimo,"41360,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2017,003 Países Bajos,1  Marítimo,"23700,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,003 Países Bajos,3  Carretera,"2904794,30"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2017,003 Países Bajos,3  Carretera,"1864444,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2017,003 Países Bajos,3  Carretera,"995246,10"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2017,003 Países Bajos,3  Carretera,"45104,20"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,004 Alemania,Total modo transporte,"38585987,68"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2017,004 Alemania,Total modo transporte,"28278407,48"
