,Provincia,P-t,INE
14,Valencia,721319.0,46
13,Castellón,549647.0,12
26,Huelva,206537.0,21
7,Tarragona,125395.0,43
12,Alicante,114041.0,3
17,Murcia,113804.0,30
22,Almería,75204.0,4
28,Sevilla,63136.0,41
27,Málaga,26306.0,29
24,Córdoba,10813.0,14
23,Cádiz,9980.0,11
10,Islas Baleares,1051.0,7
25,Granada,212.0,18
0,A Coruña,169.0,15
19,Badajoz,90.0,6
3,Pontevedra,54.0,36
6,Barcelona,18.0,8
2,Ourense,12.0,32
1,Lugo,4.0,27
