Mes,Importado,Exportado
01-Ene-2015,4122,27654
01-Feb-2015,2210,24689
01-Mar-2015,5609,22281
01-Abr-2015,4885,17878
01-May-2015,1650,20675
01-Jun-2015,677,26404
01-Jul-2015,3308,53802
01-Ago-2015,3200,43579
01-Sep-2015,3309,28111
01-Oct-2015,1281,25442
01-Nov-2015,1579,34964
01-Dic-2015,9641,28326
