Mes,Importado,Exportado
01-Ene-2015,4,393
01-Feb-2015,6,399
01-Mar-2015,29,482
01-Abr-2015,27,245
01-May-2015,98,152
01-Jun-2015,26,63
01-Jul-2015,4,34
01-Ago-2015,5,18
01-Sep-2015,5,53
01-Oct-2015,14,188
01-Nov-2015,6,259
01-Dic-2015,26,512
