Aguacates	kg	6,71	5,19	4,08	5,15	0,83	5,19	5,14	0,99
Bananas	kg	1,53	1,25	0,96	1,26	-0,87	1,25	1,24	0,14
Chirimoyas	kg	3,98	2,89	1,88	3,12	-8,14	2,89	3,60	-19,71
Ciruelas claudias	kg	3,41	2,71	2,10	2,89	-6,59	2,71	2,89	-6,17
Ciruelas comunes	kg	3,09	1,95	1,33	1,99	-1,83	1,95	1,96	-0,27
Fresón	kg	8,05	5,71	3,87	5,56	2,53	5,71	5,37	6,21
Higos	kg	5,79	4,48	3,53	4,40	1,75	4,48	4,38	2,16
Kiwis	kg	5,79	3,88	2,25	3,87	0,26	3,88	3,82	1,52
Limones	kg	3,20	2,23	1,51	2,27	-1,86	2,23	2,31	-3,56
Mandarinas Clementinas	kg	3,05	2,38	1,72	2,48	-4,10	2,38	2,63	-9,37
Mandarinas comunes	kg	2,92	2,22	1,69	2,24	-1,21	2,22	2,59	-14,34
Manzanas comunes	kg	3,16	1,95	1,25	1,96	-0,57	1,95	1,92	1,24
Manzanas Golden	kg	2,85	1,75	0,89	1,78	-1,51	1,75	1,79	-1,88
Manzanas roja	kg	2,99	1,99	1,17	2,00	-0,74	1,99	2,01	-1,03
Melocotones comunes	kg	2,73	1,69	1,18	1,64	3,10	1,69	1,61	5,28
Melocotones de carne blanda	kg	2,09	1,61	1,19	1,71	-5,91	1,61	1,72	-6,33
Melocotones de carne dura	kg	4,09	2,55	1,45	2,49	2,46	2,55	2,38	7,10
Melones comunes	kg	2,51	1,40	0,58	1,40	-0,24	1,40	1,35	3,45
Naranjas tipo Navel	kg	2,97	1,90	1,03	1,89	0,20	1,90	1,86	2,00
Nectarinas	kg	2,64	1,75	1,25	1,67	4,61	1,75	1,65	6,12
Paraguayas	kg	2,59	1,71	1,23	1,66	3,35	1,71	1,67	2,84
Peras agua o blanquilla	kg	2,73	1,93	1,38	1,95	-0,82	1,93	2,02	-4,55
Peras comunes	kg	2,49	1,69	1,15	1,68	0,05	1,69	1,71	-1,31
Peras conferencia	kg	2,85	1,93	1,12	1,93	-0,09	1,93	1,99	-2,70
Peras Ercolina	kg	3,59	2,34	1,53	2,32	1,01	2,34	2,30	1,97
Peras Limonera	kg	2,96	1,85	1,40	1,83	1,41	1,85	1,84	0,92
Piñas	kg	3,33	1,86	1,14	1,92	-3,10	1,86	1,94	-4,03
Platanos de Canarias	kg	2,87	2,03	1,23	2,01	1,21	2,03	2,00	1,76
Pomelos	kg	2,84	2,15	1,64	2,17	-0,91	2,15	2,17	-0,65
Sandías	kg	1,27	0,76	0,45	0,82	-7,65	0,76	0,80	-4,57
Uvas comunes	kg	4,10	2,58	1,48	2,58	-0,15	2,58	2,65	-2,71
Uvas Moscatel	kg	3,82	3,14	2,46	3,03	3,55	3,14	3,24	-3,08
