Acelgas	kg	3,29	2,11	1,25	2,08	1,48	2,11	2,02	4,44
Ajos	kg	8,09	5,64	3,44	5,64	-0,07	5,64	5,65	-0,12
Alcachofas	kg	8,70	3,72	2,22	3,73	-0,33	3,72	3,12	19,23
Berenjenas	kg	5,18	3,74	2,10	3,31	11,35	3,74	2,86	30,63
Calabacines	kg	5,34	3,88	2,02	3,51	9,55	3,88	2,86	35,89
Cebollas	kg	1,91	1,10	0,55	1,11	-0,21	1,10	1,11	-0,70
Champiñones	kg	5,18	3,63	2,25	3,69	-1,53	3,63	3,65	-0,46
Coles de Bruselas	kg	4,02	3,38	2,80	3,14	7,20	3,38	3,11	8,65
Coliflor	kg	2,63	1,92	1,16	1,89	1,38	1,92	1,75	9,31
Endibias	bandeja 4	2,22	1,60	1,02	1,60	-0,06	1,60	1,59	0,10
Escarola	unidad	2,14	1,69	1,26	1,67	0,93	1,69	1,65	2,38
Espárragos blancos	manojo	7,28	6,39	5,71	6,39	0,02	6,39	6,17	3,55
Espárragos verdes	manojo	5,21	3,47	2,22	3,45	0,68	3,47	3,25	6,70
Espinacas	kg	4,51	2,97	1,80	2,94	0,90	2,97	2,91	2,07
Guisantes verdes	kg	7,45	6,09	4,68	5,78	5,18	6,09	5,92	2,99
Judías verdes	kg	7,85	4,47	2,60	4,35	2,55	4,47	4,01	11,47
Lechugas	unidad	1,63	1,04	0,65	1,00	4,04	1,04	0,96	8,15
Lombardas	Kg.	1,74	1,36	1,00	1,34	1,02	1,36	1,33	1,79
Pepinos	kg	2,88	1,99	1,34	1,86	6,36	1,99	1,78	12,00
Pimientos rojos	kg	3,90	2,71	1,89	2,58	4,90	2,71	2,41	12,39
Pimientos verdes	kg	3,66	2,46	1,65	2,41	2,19	2,46	2,28	7,81
Puerros	manojo	3,17	1,87	0,97	1,85	1,19	1,87	1,75	6,99
Repollo	kg	1,80	1,29	0,88	1,26	2,56	1,29	1,21	6,39
Tomate para ensalada	kg	4,61	2,38	1,34	2,26	4,95	2,38	2,15	10,40
Tomates para freir	kg	2,24	1,51	0,96	1,45	4,06	1,51	1,38	8,90
Zanahorias	kg	1,77	1,03	0,51	1,02	0,97	1,03	1,01	2,27
