Aguacates	kg	6,87	5,18	3,81	5,12	1,12	5,18	4,99	3,91
Albaricoques	kg	3,28	2,59	1,99			2,59		
Bananas	kg	1,54	1,28	1,02	1,28	0,72	1,28	1,27	1,09
Cerezas comunes	kg	7,28	4,99	3,36	4,70	5,68	4,99	4,41	13,07
Cerezas picotas	kg	4,68	4,16	3,73	4,30	-3,29	4,16	4,30	-3,15
Chirimoyas	kg	5,00	4,24	3,62	4,31	-1,76	4,24	4,28	-1,00
Ciruelas claudias	kg	4,22	2,94	1,74	3,01	-2,13	2,94	3,11	-5,45
Ciruelas comunes	kg	3,47	1,95	1,15	1,97	-1,16	1,95	2,04	-4,24
Fresón	kg	7,18	5,26	3,81	5,08	3,49	5,26	5,19	1,40
Higos	kg	5,38	4,32	3,39	4,36	-0,99	4,32	4,59	-5,81
Kiwis	kg	5,68	3,77	2,13	3,74	0,88	3,77	3,64	3,64
Limones	kg	3,07	2,34	1,57	2,33	0,09	2,34	2,26	3,25
Mandarinas Clementinas	kg	3,26	2,67	2,12	2,48	6,90	2,67	2,43	9,69
Mandarinas comunes	kg	3,52	2,83	2,34			2,83	3,00	-5,67
Manzanas comunes	kg	2,95	1,92	1,22	1,88	1,77	1,92	1,90	1,02
Manzanas Golden	kg	2,86	1,79	0,90	1,78	0,46	1,79	1,78	0,17
Manzanas roja	kg	2,97	2,01	1,15	2,03	-0,75	2,01	2,07	-2,80
Melocotones comunes	kg	2,38	1,61	1,09	1,61	-0,47	1,61	1,76	-8,56
Melocotones de carne blanda	kg	2,76	1,72	1,09	1,75	-1,51	1,72	1,80	-4,61
Melocotones de carne dura	kg	4,20	2,30	1,33	2,31	-0,37	2,30	2,32	-1,05
Melones comunes	kg	2,42	1,30	0,49	1,26	3,20	1,30	1,27	2,68
Naranjas tipo Navel	kg	2,92	1,81	0,95	1,76	3,05	1,81	1,68	7,84
Nectarinas	kg	2,58	1,65	1,05	1,70	-3,21	1,65	1,73	-4,98
Paraguayas	kg	2,63	1,66	1,03	1,71	-2,57	1,66	1,79	-7,21
Peras agua o blanquilla	kg	2,76	2,10	1,55	2,05	2,21	2,10	2,01	4,30
Peras comunes	kg	2,50	1,73	1,17	1,76	-1,58	1,73	1,86	-7,06
Peras conferencia	kg	2,85	2,03	1,19	2,02	0,20	2,03	2,03	-0,45
Peras Ercolina	kg	3,58	2,30	1,58	2,32	-0,91	2,30	2,42	-5,28
Peras Limonera	kg	3,04	1,87	1,32	1,89	-1,10	1,87	1,91	-2,16
Piñas	kg	3,33	1,93	1,20	1,95	-0,81	1,93	1,91	1,08
Platanos de Canarias	kg	2,80	1,99	1,23	2,02	-1,13	1,99	2,02	-1,21
Pomelos	kg	2,85	2,16	1,68	2,17	-0,42	2,16	2,17	-0,11
Sandías	kg	1,54	0,79	0,39	0,78	0,37	0,79	0,78	0,59
Uvas comunes	kg	4,26	2,74	1,61	2,96	-7,90	2,74	3,21	-14,58
Uvas Moscatel	kg	4,25	3,53	2,79	3,47	1,68	3,53	3,46	1,92
