Aguacates	kg	6,69	5,22	4,05	5,19	0,52	5,21	5,14	1,25
Bananas	kg	1,49	1,17	0,84	1,25	-6,53	1,21	1,24	-2,93
Chirimoyas	kg	3,79	2,83	1,93	2,89	-2,13	2,86	3,60	-20,55
Ciruelas claudias	kg	3,31	2,74	2,28	2,71	1,18	2,73	2,89	-5,61
Ciruelas comunes	kg	2,96	1,94	1,34	1,95	-0,29	1,95	1,96	-0,41
Fresón	kg	8,29	5,92	4,06	5,71	3,51	5,81	5,37	8,14
Higos	kg	5,73	4,43	3,47	4,48	-1,04	4,45	4,38	1,63
Kiwis	kg	5,75	3,87	2,23	3,88	-0,37	3,87	3,82	1,33
Limones	kg	3,19	2,22	1,52	2,23	-0,50	2,22	2,31	-3,81
Mandarinas Clementinas	kg	3,12	2,40	1,73	2,38	0,78	2,39	2,63	-9,02
Mandarinas comunes	kg	2,91	2,15	1,51	2,22	-3,02	2,19	2,59	-15,60
Manzanas comunes	kg	3,10	1,95	1,24	1,95	0,42	1,95	1,92	1,45
Manzanas Golden	kg	2,85	1,78	0,89	1,75	1,35	1,76	1,79	-1,21
Manzanas roja	kg	2,95	1,96	1,17	1,99	-1,23	1,98	2,01	-1,64
Melocotones comunes	kg	2,60	1,80	1,19	1,69	5,96	1,75	1,61	8,61
Melocotones de carne blanda	kg	2,08	1,63	1,21	1,61	1,18	1,62	1,72	-5,77
Melocotones de carne dura	kg	4,23	2,62	1,47	2,55	2,37	2,58	2,38	8,40
Melones comunes	kg	2,44	1,40	0,61	1,40	0,61	1,40	1,35	3,77
Naranjas tipo Navel	kg	3,02	1,90	1,01	1,90	0,33	1,90	1,86	2,17
Nectarinas	kg	2,54	1,75	1,25	1,75	-0,44	1,75	1,65	5,89
Paraguayas	kg	2,22	1,65	1,30	1,71	-3,84	1,68	1,67	0,94
Peras agua o blanquilla	kg	2,77	1,94	1,36	1,93	0,60	1,94	2,02	-4,26
Peras comunes	kg	2,42	1,65	1,16	1,69	-2,38	1,67	1,71	-2,46
Peras conferencia	kg	2,88	1,93	1,10	1,93	-0,24	1,93	1,99	-2,81
Peras Ercolina	kg	3,53	2,32	1,56	2,34	-0,94	2,33	2,30	1,50
Peras Limonera	kg	3,03	1,86	1,37	1,85	0,49	1,86	1,84	1,17
Piñas	kg	3,19	1,80	1,10	1,86	-3,33	1,83	1,94	-5,58
Platanos de Canarias	kg	2,89	2,05	1,25	2,03	0,83	2,04	2,00	2,18
Pomelos	kg	2,86	2,16	1,66	2,15	0,57	2,16	2,17	-0,36
Sandías	kg	1,28	0,77	0,46	0,76	1,41	0,77	0,80	-3,89
Uvas comunes	kg	4,33	2,64	1,54	2,58	2,44	2,61	2,65	-1,49
Uvas Moscatel	kg	3,77	2,99	2,31	3,14	-5,17	3,07	3,24	-5,46
