Acelgas	kg	2,83	1,84	1,18	1,84	-0,28	1,85	1,83	1,27
Ajos	kg	7,39	5,38	3,84	5,39	-0,12	5,37	5,32	1,04
Alcachofas	kg	3,36	2,49	1,66	2,45	1,77	2,44	2,32	5,25
Berenjenas	kg	2,42	1,71	1,21	1,73	-0,86	1,72	1,74	-0,94
Calabacines	kg	2,16	1,59	1,03	1,59	-0,07	1,58	1,65	-4,12
Cebollas	kg	1,80	1,11	0,57	1,11	-0,53	1,09	1,08	1,65
Champiñones	kg	4,75	3,62	2,72	3,63	-0,34	3,62	3,62	0,11
Coles de Bruselas	kg	3,63	3,02	2,52	3,04	-0,47	3,03	3,04	-0,44
Coliflor	kg	2,56	1,84	1,18	1,73	6,07	1,68	1,53	9,92
Endibias	bandeja 4	2,33	1,63	1,07	1,65	-1,33	1,63	1,65	-0,73
Escarola	unidad	2,02	1,66	1,29	1,66	-0,21	1,64	1,64	0,00
Espárragos blancos	manojo	6,25	5,92	5,61	5,77	2,52	5,75	5,62	2,20
Espárragos verdes	manojo	4,44	3,07	2,29	3,11	-1,10	3,11	3,17	-2,07
Espinacas	kg	3,91	2,78	1,88	2,83	-1,82	2,82	2,86	-1,47
Guisantes verdes	kg	6,20	4,82	3,94	4,83	-0,03	4,79	4,78	0,27
Judías verdes	kg	7,54	4,28	2,34	4,27	0,18	4,23	4,06	4,38
Lechugas	unidad	1,33	0,92	0,58	0,94	-2,12	0,92	0,93	-0,18
Lombardas	Kg.	1,68	1,31	0,98	1,32	-0,30	1,30	1,31	-0,68
Pepinos	kg	2,42	1,69	1,15	1,71	-0,88	1,68	1,62	3,48
Pimientos rojos	kg	3,28	2,63	1,91	2,59	1,51	2,55	2,28	11,75
Pimientos verdes	kg	3,07	2,29	1,65	2,25	1,66	2,21	2,07	6,85
Puerros	manojo	2,51	1,80	1,08	1,83	-1,67	1,82	1,78	2,03
Repollo	kg	1,57	1,22	0,90	1,22	-0,31	1,22	1,22	-0,45
Tomate para ensalada	kg	4,24	2,16	1,20	2,19	-1,58	2,14	2,06	4,03
Tomates para freir	kg	1,97	1,29	0,89	1,33	-2,57	1,31	1,29	1,55
Zanahorias	kg	1,57	1,02	0,56	1,03	-1,06	1,02	1,02	-0,36
