Acelgas	kg	3,30	2,02	1,16	2,02	0,15	2,02	2,03	-0,65
Ajos	kg	7,96	5,63	3,60	5,61	0,36	5,60	5,52	1,44
Alcachofas	kg	4,35	2,82	1,91	2,86	-1,35	2,90	2,99	-3,01
Berenjenas	kg	2,78	1,84	1,17	1,73	5,97	1,74	1,73	0,10
Calabacines	kg	2,77	1,83	1,04	1,67	8,44	1,62	1,40	15,82
Cebollas	kg	1,97	1,13	0,56	1,13	0,40	1,13	1,13	0,09
Champiñones	kg	5,09	3,67	2,53	3,65	0,34	3,65	3,69	-0,92
Coles de Bruselas	kg	3,53	3,05	2,69	3,01	1,30	2,97	3,05	-2,81
Coliflor	kg	2,44	1,74	1,14	1,77	-1,83	1,78	1,89	-5,67
Endibias	bandeja 4	2,23	1,60	1,03	1,60	-0,14	1,60	1,60	0,33
Escarola	unidad	1,99	1,64	1,24	1,64	0,20	1,64	1,64	-0,01
Espárragos blancos	manojo	6,28	5,77	5,33	5,67	1,73	5,73	5,82	-1,60
Espárragos verdes	manojo	4,37	3,05	2,13	3,07	-0,88	3,06	2,97	3,03
Espinacas	kg	4,44	2,90	1,72	2,88	0,66	2,87	2,89	-1,01
Guisantes verdes	kg	7,88	5,73	4,18	5,80	-1,33	5,88	5,91	-0,50
Judías verdes	kg	6,90	3,71	2,16	3,75	-0,95	3,74	3,89	-3,81
Lechugas	unidad	1,53	0,94	0,54	0,95	-1,44	0,95	0,95	-0,64
Lombardas	Kg.	1,68	1,34	0,98	1,35	-0,11	1,35	1,33	1,34
Pepinos	kg	2,55	1,58	0,90	1,53	3,04	1,53	1,52	0,72
Pimientos rojos	kg	2,97	2,21	1,53	2,22	-0,19	2,25	2,34	-3,98
Pimientos verdes	kg	3,15	2,02	1,38	2,00	1,31	2,01	1,98	1,40
Puerros	manojo	2,73	1,68	0,92	1,69	-0,39	1,68	1,66	1,49
Repollo	kg	1,69	1,18	0,82	1,19	-0,48	1,19	1,21	-1,44
Tomate para ensalada	kg	4,03	2,03	1,04	2,02	0,79	2,03	2,01	0,88
Tomates para freir	kg	1,89	1,29	0,82	1,29	-0,28	1,30	1,31	-0,35
Zanahorias	kg	1,78	1,02	0,50	1,03	-0,83	1,02	1,02	0,74
