Acelgas	kg	3,23	2,08	1,15	2,01	3,36	2,02	2,02	0,16
Ajos	kg	8,08	5,64	3,40	5,65	-0,18	5,65	5,64	0,03
Alcachofas	kg	9,27	3,73	2,15	3,14	15,87	3,12	2,82	10,50
Berenjenas	kg	4,98	3,31	1,73	3,03	8,61	2,86	2,43	17,78
Calabacines	kg	5,23	3,51	1,77	3,14	10,48	2,86	2,12	34,98
Cebollas	kg	1,89	1,11	0,53	1,10	0,20	1,11	1,13	-1,65
Champiñones	kg	5,38	3,69	2,54	3,64	1,37	3,65	3,67	-0,47
Coles de Bruselas	kg	3,73	3,14	2,59	3,15	-0,35	3,11	3,03	2,60
Coliflor	kg	2,60	1,89	1,24	1,76	7,08	1,75	1,72	1,98
Endibias	bandeja 4	2,24	1,60	1,03	1,59	0,39	1,59	1,60	-0,20
Escarola	unidad	2,09	1,67	1,27	1,64	1,77	1,65	1,63	1,03
Espárragos blancos	manojo	7,33	6,39	5,71	6,39	0,00	6,17	5,88	5,02
Espárragos verdes	manojo	5,27	3,45	2,26	3,34	3,13	3,25	3,08	5,67
Espinacas	kg	4,51	2,94	1,79	2,88	2,05	2,91	2,93	-0,73
Guisantes verdes	kg	6,96	5,78	4,76	5,64	2,45	5,92	6,26	-5,53
Judías verdes	kg	8,09	4,35	2,52	4,16	4,41	4,01	3,71	7,96
Lechugas	unidad	1,58	1,00	0,60	0,96	4,07	0,96	0,94	1,92
Lombardas	Kg.	1,73	1,34	0,98	1,32	1,89	1,33	1,34	-0,37
Pepinos	kg	2,65	1,86	1,24	1,80	3,34	1,78	1,69	5,11
Pimientos rojos	kg	3,59	2,58	1,81	2,41	6,54	2,41	2,33	3,50
Pimientos verdes	kg	3,55	2,41	1,62	2,34	2,91	2,28	2,13	7,03
Puerros	manojo	3,12	1,85	0,96	1,74	5,85	1,75	1,69	3,38
Repollo	kg	1,76	1,26	0,88	1,23	2,20	1,21	1,18	2,61
Tomate para ensalada	kg	4,52	2,26	1,18	2,15	4,87	2,15	2,07	3,78
Tomates para freir	kg	2,14	1,45	0,95	1,37	5,09	1,38	1,35	2,75
Zanahorias	kg	1,77	1,02	0,50	1,01	1,21	1,01	1,01	-0,66
