Acelgas	kg	2,80	1,85	1,13	1,86	-0,49	1,86	1,92	-3,18
Ajos	kg	7,36	5,22	3,57	5,22	0,00	5,24	5,24	0,00
Alcachofas	kg	3,44	2,59	1,76	2,73	-5,54	2,70	2,99	-9,85
Berenjenas	kg	2,54	1,91	1,27	1,85	3,32	1,82	1,66	9,75
Calabacines	kg	2,60	1,82	1,05	1,84	-1,16	1,86	1,87	-0,44
Cebollas	kg	1,56	1,05	0,55	1,05	-0,35	1,06	1,06	0,33
Champiñones	kg	4,72	3,56	2,54	3,54	0,52	3,54	3,51	0,74
Coles de Bruselas	kg	3,47	2,96	2,56	2,99	-0,97	3,01	2,93	2,75
Coliflor	kg	2,29	1,64	1,04	1,68	-2,50	1,67	1,82	-8,51
Endibias	bandeja 4	2,31	1,62	1,08	1,62	-0,26	1,62	1,63	-0,83
Escarola	unidad	2,06	1,68	1,30	1,68	0,26	1,68	1,67	0,20
Espárragos blancos	manojo	5,55	4,94	4,47	4,88	1,07	4,88	4,86	0,42
Espárragos verdes	manojo	4,39	2,93	1,95	2,87	1,87	2,89	2,79	3,34
Espinacas	kg	4,04	2,75	1,81	2,76	-0,23	2,76	2,82	-2,35
Guisantes verdes	kg	8,26	6,22	4,89	5,69	8,49	5,91	5,69	3,74
Judías verdes	kg	6,48	3,78	2,15	3,73	1,34	3,76	3,85	-2,31
Lechugas	unidad	1,40	0,96	0,64	0,96	0,05	0,96	0,97	-0,45
Lombardas	Kg.	1,68	1,29	0,97	1,31	-0,91	1,32	1,35	-2,01
Pepinos	kg	2,02	1,47	0,99	1,48	-0,84	1,48	1,49	-0,72
Pimientos rojos	kg	2,88	2,13	1,51	2,15	-0,88	2,15	2,38	-9,53
Pimientos verdes	kg	2,70	1,93	1,31	1,88	2,55	1,90	1,92	-1,18
Puerros	manojo	2,48	1,77	1,12	1,73	2,59	1,75	1,79	-1,83
Repollo	kg	1,70	1,26	0,90	1,28	-1,45	1,29	1,36	-5,36
Tomate para ensalada	kg	4,07	2,13	1,16	2,09	1,68	2,13	2,27	-6,39
Tomates para freir	kg	1,97	1,33	0,91	1,32	0,72	1,32	1,42	-6,66
Zanahorias	kg	1,53	1,03	0,55	1,03	-0,66	1,04	1,05	-1,35
