Acelgas	kg	3,06	1,98	1,12	1,97	0,33	1,97	1,89	3,78
Ajos	kg	7,81	5,52	3,74	5,52	0,01	5,52	5,47	0,82
Berenjenas	kg	2,21	1,54	1,06	1,55	-0,24	1,55	1,60	-3,57
Calabacines	kg	2,23	1,39	0,88	1,40	-1,00	1,41	1,46	-3,66
Cebollas	kg	2,11	1,15	0,56	1,16	-0,20	1,16	1,16	0,09
Champiñones	kg	5,39	3,74	2,53	3,73	0,04	3,72	3,67	1,51
Coles de Bruselas	kg	3,16	2,71	2,32	2,99	-10,49	2,96	3,15	-6,06
Coliflor	kg	2,29	1,65	0,92	1,73	-4,83	1,74	1,94	-10,21
Endibias	bandeja 4	2,23	1,60	1,00	1,60	0,05	1,60	1,61	-0,46
Escarola	unidad	2,02	1,63	1,25	1,64	-0,31	1,64	2,11	-22,25
Espárragos blancos	manojo	6,62	5,83	5,09	5,85	-0,32	5,88	5,98	-1,69
Espárragos verdes	manojo	3,90	2,48	1,55	2,48	-0,24	2,48	2,56	-3,22
Espinacas	kg	4,03	2,76	1,65	2,74	0,89	2,75	2,77	-0,73
Guisantes verdes	kg	6,35	5,11	4,10	5,03	1,51	5,06	4,89	3,46
Judías verdes	kg	6,64	3,47	1,71	3,49	-0,53	3,53	3,90	-9,35
Lechugas	unidad	1,49	0,91	0,57	0,92	-0,51	0,92	0,93	-1,09
Lombardas	Kg.	1,63	1,25	0,97	1,26	-0,58	1,25	1,29	-2,52
Pepinos	kg	2,47	1,50	0,81	1,52	-1,17	1,52	1,57	-3,01
Pimientos rojos	kg	3,22	2,48	1,77	2,36	4,63	2,40	2,38	0,97
Pimientos verdes	kg	3,06	2,11	1,26	2,09	0,79	2,11	2,28	-7,51
Puerros	manojo	2,48	1,67	0,97	1,67	-0,02	1,67	1,71	-2,45
Repollo	kg	1,65	1,17	0,85	1,16	0,88	1,16	1,15	0,75
Tomate para ensalada	kg	4,12	1,95	0,93	1,94	0,44	1,96	2,09	-6,16
Tomates para freir	kg	1,89	1,22	0,81	1,22	-0,12	1,23	1,26	-2,79
Zanahorias	kg	1,79	1,01	0,54	1,01	0,08	1,01	1,03	-1,79
