Acelgas	kg	3,47	2,11	1,12	2,08	1,36	2,10	2,12	-0,96
Ajos	kg	8,32	5,61	3,46	5,59	0,37	5,61	5,63	-0,40
Alcachofas	kg	5,98	2,68	1,59	2,85	-6,61	2,85	3,55	-19,63
Berenjenas	kg	3,23	1,93	1,22	2,09	-8,48	2,12	3,20	-33,59
Calabacines	kg	3,32	1,87	1,13	1,97	-5,45	1,99	3,08	-35,47
Cebollas	kg	1,83	1,08	0,54	1,08	0,22	1,09	1,10	-1,32
Champiñones	kg	4,95	3,58	2,28	3,62	-1,15	3,60	3,63	-0,82
Coles de Bruselas	kg	5,43	4,00	3,07	3,83	4,19	3,76	3,42	9,83
Coliflor	kg	2,54	1,58	0,99	1,65	-3,91	1,63	1,84	-11,44
Endibias	bandeja 4	2,20	1,60	1,03	1,59	0,37	1,60	1,60	-0,11
Escarola	unidad	2,13	1,70	1,33	1,71	-0,36	1,70	1,69	0,80
Espárragos blancos	manojo	6,77	6,04	5,29	6,08	-0,80	6,04	6,19	-2,47
Espárragos verdes	manojo	4,46	3,06	2,13	3,13	-2,29	3,14	3,39	-7,22
Espinacas	kg	4,38	2,89	1,76	2,90	-0,13	2,90	2,93	-0,89
Guisantes verdes	kg	7,91	5,83	4,49	6,07	-4,19	5,95	6,24	-4,65
Judías verdes	kg	7,94	4,19	2,30	4,38	-4,48	4,30	4,45	-3,27
Lechugas	unidad	1,41	0,99	0,62	1,01	-2,35	1,01	1,05	-3,50
Lombardas	Kg.	1,74	1,35	1,00	1,36	-0,18	1,36	1,36	-0,13
Pepinos	kg	2,95	2,14	1,42	2,09	2,46	2,08	2,00	3,90
Pimientos rojos	kg	4,01	2,81	1,99	2,78	0,99	2,80	2,79	0,46
Pimientos verdes	kg	3,74	2,45	1,64	2,45	0,05	2,45	2,44	0,54
Puerros	manojo	3,09	1,82	0,97	1,80	0,62	1,81	1,85	-2,17
Repollo	kg	1,79	1,26	0,84	1,26	0,70	1,26	1,28	-1,74
Tomate para ensalada	kg	4,13	2,14	1,25	2,19	-2,01	2,18	2,33	-6,75
Tomates para freir	kg	2,17	1,47	0,94	1,49	-1,39	1,48	1,53	-2,74
Zanahorias	kg	1,72	1,01	0,51	1,00	0,58	1,01	1,02	-1,54
