Acelgas	kg	3,07	1,92	1,25	1,95	-1,30	1,92	1,93	-0,57
Ajos	kg	7,09	5,22	3,74	5,24	-0,28	5,22	5,21	0,20
Alcachofas	kg	4,04	3,09	2,11	3,13	-1,29	3,09	3,07	0,41
Berenjenas	kg	2,43	1,67	1,13	1,75	-4,28	1,67	1,88	-10,84
Calabacines	kg	2,55	1,77	0,95	1,66	6,11	1,77	1,57	12,62
Cebollas	kg	1,62	1,05	0,56	1,06	-0,57	1,05	1,06	-0,42
Champiñones	kg	4,63	3,54	2,59	3,52	0,61	3,54	3,51	0,93
Coles de Bruselas	kg	3,30	2,83	2,49	2,89	-2,12	2,83	2,82	0,29
Coliflor	kg	2,58	1,91	1,28	1,93	-1,08	1,91	2,04	-6,33
Endibias	bandeja 4	2,39	1,65	1,06	1,62	1,59	1,65	1,64	0,55
Escarola	unidad	2,02	1,66	1,32	1,66	0,20	1,66	1,66	-0,04
Espárragos blancos	manojo	5,33	4,81	4,45	4,91	-2,05	4,81	4,89	-1,70
Espárragos verdes	manojo	4,22	2,80	1,87	2,83	-1,31	2,80	2,82	-0,75
Espinacas	kg	3,99	2,80	1,82	2,79	0,50	2,80	2,76	1,45
Guisantes verdes	kg	5,90	5,26	4,75	5,02	4,69	5,26	4,64	13,52
Judías verdes	kg	7,21	3,92	2,19	3,99	-1,76	3,92	3,90	0,41
Lechugas	unidad	1,37	0,95	0,65	0,96	-0,45	0,95	0,96	-0,69
Lombardas	Kg.	1,73	1,34	1,01	1,33	0,97	1,34	1,33	0,82
Pepinos	kg	1,99	1,47	1,01	1,42	3,38	1,47	1,45	1,19
Pimientos rojos	kg	3,30	2,46	1,70	2,58	-4,64	2,46	2,61	-5,69
Pimientos verdes	kg	2,88	1,94	1,18	2,06	-6,16	1,94	2,13	-8,81
Puerros	manojo	2,53	1,80	1,11	1,77	2,04	1,80	1,77	2,00
Repollo	kg	1,93	1,37	0,89	1,36	0,99	1,37	1,36	0,76
Tomate para ensalada	kg	4,13	2,34	1,45	2,39	-2,11	2,34	2,42	-3,18
Tomates para freir	kg	2,07	1,45	0,88	1,50	-3,74	1,45	1,49	-2,85
Zanahorias	kg	1,57	1,05	0,57	1,04	0,66	1,05	1,04	0,84
