Mes,Importado,Exportado
Enero,7427,1265
Febrero,9729,1466
Marzo,12108,1832
Abril,11141,3470
Mayo,13894,1451
Junio,13528,1604
Julio,14944,1063
Agosto,17748,1037
Septiembre,8991,1119
Octubre,17024,1446
Noviembre,10971,2936
Diciembre,10814,1351
