,Provincia,P-t,INE
7,Murcia,34639.0,30
4,Valencia,13065.0,46
15,Sevilla,9333.0,41
2,Alicante,6531.0,3
10,Cádiz,3990.0,11
13,Huelva,2353.0,21
11,Córdoba,1925.0,14
9,Almería,1081.0,4
14,Málaga,1050.0,29
3,Castellón,325.0,12
0,Islas Baleares,67.0,7
12,Granada,27.0,18
