Mes,Importado,Exportado
01-Ene-2015,196,34
01-Feb-2015,14,10
01-Mar-2015,61,7
01-Abr-2015,1,40
01-May-2015,15,4797
01-Jun-2015,62,13628
01-Jul-2015,330,5697
01-Ago-2015,217,591
01-Sep-2015,52,1309
01-Oct-2015,106,32
01-Nov-2015,63,127
01-Dic-2015,493,99
