Mes,Importado,Exportado
01-Ene-2015,2953,1278
01-Feb-2015,3224,1430
01-Mar-2015,4100,1831
01-Abr-2015,3140,1822
01-May-2015,3123,1304
01-Jun-2015,3518,1811
01-Jul-2015,2844,1131
01-Ago-2015,2151,1316
01-Sep-2015,1418,5540
01-Oct-2015,1879,5763
01-Nov-2015,2849,2448
01-Dic-2015,4800,2697
