fila,subfila,columna,subcolumna,valor
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,010 Portugal (d.01/01/86),Total modo transporte,"97612332,19"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2016,010 Portugal (d.01/01/86),Total modo transporte,"22515111,75"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2016,010 Portugal (d.01/01/86),Total modo transporte,"16806510,91"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2016,010 Portugal (d.01/01/86),Total modo transporte,"23330002,35"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2016,010 Portugal (d.01/01/86),Total modo transporte,"19316043,51"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2016,010 Portugal (d.01/01/86),Total modo transporte,"13829269,69"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2016,010 Portugal (d.01/01/86),Total modo transporte,"1815393,98"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,010 Portugal (d.01/01/86),3  Carretera,"97612332,19"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2016,010 Portugal (d.01/01/86),3  Carretera,"22515111,75"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2016,010 Portugal (d.01/01/86),3  Carretera,"16806510,91"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2016,010 Portugal (d.01/01/86),3  Carretera,"23330002,35"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2016,010 Portugal (d.01/01/86),3  Carretera,"19316043,51"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2016,010 Portugal (d.01/01/86),3  Carretera,"13829269,69"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2016,010 Portugal (d.01/01/86),3  Carretera,"1815393,98"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,017 Bélgica (d.01/01/99),Total modo transporte,"9931530,57"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2016,017 Bélgica (d.01/01/99),Total modo transporte,"1913,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2016,017 Bélgica (d.01/01/99),Total modo transporte,"320509,52"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2016,017 Bélgica (d.01/01/99),Total modo transporte,"17260,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2016,017 Bélgica (d.01/01/99),Total modo transporte,"177736,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2016,017 Bélgica (d.01/01/99),Total modo transporte,"3116853,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2016,017 Bélgica (d.01/01/99),Total modo transporte,"6297258,55"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,017 Bélgica (d.01/01/99),1  Marítimo,"71719,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2016,017 Bélgica (d.01/01/99),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2016,017 Bélgica (d.01/01/99),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2016,017 Bélgica (d.01/01/99),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2016,017 Bélgica (d.01/01/99),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2016,017 Bélgica (d.01/01/99),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2016,017 Bélgica (d.01/01/99),1  Marítimo,"71719,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,017 Bélgica (d.01/01/99),3  Carretera,"9859811,57"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2016,017 Bélgica (d.01/01/99),3  Carretera,"1913,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2016,017 Bélgica (d.01/01/99),3  Carretera,"320509,52"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2016,017 Bélgica (d.01/01/99),3  Carretera,"17260,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2016,017 Bélgica (d.01/01/99),3  Carretera,"177736,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2016,017 Bélgica (d.01/01/99),3  Carretera,"3116853,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2016,017 Bélgica (d.01/01/99),3  Carretera,"6225539,55"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,030 Suecia,Total modo transporte,"16433,10"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2016,030 Suecia,Total modo transporte,"7680,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2016,030 Suecia,Total modo transporte,"2400,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2016,030 Suecia,Total modo transporte,"4560,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2016,030 Suecia,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2016,030 Suecia,Total modo transporte,"290,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2016,030 Suecia,Total modo transporte,"1503,10"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,030 Suecia,3  Carretera,"16433,10"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2016,030 Suecia,3  Carretera,"7680,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2016,030 Suecia,3  Carretera,"2400,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2016,030 Suecia,3  Carretera,"4560,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2016,030 Suecia,3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2016,030 Suecia,3  Carretera,"290,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2016,030 Suecia,3  Carretera,"1503,10"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,032 Finlandia,Total modo transporte,"21936,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2016,032 Finlandia,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2016,032 Finlandia,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2016,032 Finlandia,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2016,032 Finlandia,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2016,032 Finlandia,Total modo transporte,"21936,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2016,032 Finlandia,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,032 Finlandia,3  Carretera,"21936,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2016,032 Finlandia,3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2016,032 Finlandia,3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2016,032 Finlandia,3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2016,032 Finlandia,3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2016,032 Finlandia,3  Carretera,"21936,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2016,032 Finlandia,3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,039 Suiza (d.01/01/95),Total modo transporte,"833717,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2016,039 Suiza (d.01/01/95),Total modo transporte,"43672,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2016,039 Suiza (d.01/01/95),Total modo transporte,"108908,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2016,039 Suiza (d.01/01/95),Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2016,039 Suiza (d.01/01/95),Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2016,039 Suiza (d.01/01/95),Total modo transporte,"175590,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2016,039 Suiza (d.01/01/95),Total modo transporte,"505547,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,039 Suiza (d.01/01/95),3  Carretera,"833717,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2016,039 Suiza (d.01/01/95),3  Carretera,"43672,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2016,039 Suiza (d.01/01/95),3  Carretera,"108908,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2016,039 Suiza (d.01/01/95),3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2016,039 Suiza (d.01/01/95),3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2016,039 Suiza (d.01/01/95),3  Carretera,"175590,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2016,039 Suiza (d.01/01/95),3  Carretera,"505547,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,043 Andorra,Total modo transporte,"1158337,17"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2016,043 Andorra,Total modo transporte,"176082,30"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2016,043 Andorra,Total modo transporte,"235767,38"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2016,043 Andorra,Total modo transporte,"165865,86"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2016,043 Andorra,Total modo transporte,"162422,10"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2016,043 Andorra,Total modo transporte,"222289,99"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2016,043 Andorra,Total modo transporte,"195909,54"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,043 Andorra,3  Carretera,"1158337,17"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2016,043 Andorra,3  Carretera,"176082,30"
