,producto,fecha,pais,transporte,kg,tipo
5,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Francia, Carretera,1037401.54,export
6,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Francia, Carretera,1837330.35,export
7,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Francia, Carretera,1160828.16,export
9,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Francia, Tráfico postal,0.0,export
10,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Francia, Tráfico postal,2000.0,export
11,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Francia, Tráfico postal,0.0,export
17,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Países Bajos, Marítimo,85485.0,export
18,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Países Bajos, Marítimo,41360.0,export
19,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Países Bajos, Marítimo,23700.0,export
21,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Países Bajos, Carretera,1864444.0,export
22,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Países Bajos, Carretera,995246.1,export
23,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Países Bajos, Carretera,45104.2,export
29,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Alemania, Marítimo,647977.0,export
30,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Alemania, Marítimo,218744.0,export
31,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Alemania, Marítimo,0.0,export
33,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Alemania, Carretera,27630430.48,export
34,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Alemania, Carretera,9571713.0,export
35,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Alemania, Carretera,517123.2,export
41,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Italia, Carretera,790586.8,export
42,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Italia, Carretera,1698008.14,export
43,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Italia, Carretera,1612240.05,export
49,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Reino Unido, Marítimo,301516.0,export
50,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Reino Unido, Marítimo,719614.0,export
51,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Reino Unido, Marítimo,309470.0,export
53,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Reino Unido, Carretera,3478317.0,export
54,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Reino Unido, Carretera,1721821.0,export
55,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Reino Unido, Carretera,319267.0,export
61,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Irlanda, Marítimo,2400.0,export
62,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Irlanda, Marítimo,0.0,export
63,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Irlanda, Marítimo,0.0,export
65,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Irlanda, Carretera,231782.3,export
66,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Irlanda, Carretera,32776.8,export
67,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Irlanda, Carretera,43183.6,export
73,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Dinamarca, Marítimo,40669.0,export
74,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Dinamarca, Marítimo,1035384.0,export
75,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Dinamarca, Marítimo,156830.0,export
77,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Dinamarca, Carretera,249387.0,export
78,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Dinamarca, Carretera,321196.0,export
79,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Dinamarca, Carretera,597292.0,export
85,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Grecia, Carretera,0.0,export
86,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Grecia, Carretera,11250.0,export
87,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Grecia, Carretera,2520.0,export
93,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Portugal, Carretera,2683466.05,export
94,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Portugal, Carretera,2348596.87,export
95,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Portugal, Carretera,4613309.95,export
101,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Bélgica, Carretera,9912633.76,export
102,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Bélgica, Carretera,7129639.98,export
103,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Bélgica, Carretera,381249.56,export
109,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Noruega, Carretera,479840.0,export
110,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Noruega, Carretera,936656.0,export
111,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Noruega, Carretera,0.0,export
117,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Suecia, Carretera,3525.0,export
118,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Suecia, Carretera,0.0,export
119,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Suecia, Carretera,168.0,export
125,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Finlandia, Marítimo,0.0,export
126,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Finlandia, Marítimo,2400.0,export
127,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Finlandia, Marítimo,6000.0,export
129,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Finlandia, Carretera,127680.0,export
130,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Finlandia, Carretera,248810.0,export
131,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Finlandia, Carretera,202720.0,export
137,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Austria, Carretera,0.0,export
138,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Austria, Carretera,758.2,export
139,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Austria, Carretera,2400.0,export
145,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Suiza, Carretera,1296920.0,export
146,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Suiza, Carretera,2106850.0,export
147,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Suiza, Carretera,151950.0,export
153,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Andorra, Carretera,161382.5,export
154,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Andorra, Carretera,166575.19,export
155,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Andorra, Carretera,159304.0,export
161,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Gibraltar, Carretera,87737.43,export
162,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Gibraltar, Carretera,94432.43,export
163,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Gibraltar, Carretera,76942.01,export
169,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Malta, Carretera,0.0,export
170,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Malta, Carretera,0.0,export
171,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Malta, Carretera,200.0,export
177,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Estonia, Carretera,173400.0,export
178,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Estonia, Carretera,75960.0,export
179,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Estonia, Carretera,0.0,export
185,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Letonia, Carretera,14437.0,export
186,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Letonia, Carretera,18300.0,export
187,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Letonia, Carretera,0.0,export
193,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Lituania, Carretera,749895.0,export
194,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Lituania, Carretera,253020.0,export
195,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Lituania, Carretera,33720.0,export
201,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Polonia, Marítimo,1371996.0,export
202,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Polonia, Marítimo,2029444.0,export
203,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Polonia, Marítimo,130380.0,export
205,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Polonia, Carretera,1091443.0,export
206,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Polonia, Carretera,3256404.5,export
207,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Polonia, Carretera,723092.0,export
213,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, República Checa, Marítimo,159531.0,export
214,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, República Checa, Marítimo,513315.8,export
215,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, República Checa, Marítimo,0.0,export
217,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, República Checa, Carretera,1935426.8,export
218,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, República Checa, Carretera,2508117.04,export
219,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, República Checa, Carretera,163829.0,export
225,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Eslovaquia, Carretera,48365.0,export
226,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Eslovaquia, Carretera,209415.0,export
227,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Eslovaquia, Carretera,46605.0,export
233,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Rumanía, Carretera,0.0,export
234,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Rumanía, Carretera,0.0,export
235,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Rumanía, Carretera,5520.0,export
241,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Bulgaria, Carretera,88180.0,export
242,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Bulgaria, Carretera,56661.0,export
243,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Bulgaria, Carretera,7880.0,export
249,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Bielorrusia, Carretera,21000.0,export
250,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Bielorrusia, Carretera,0.0,export
251,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Bielorrusia, Carretera,0.0,export
257,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Moldavia, Carretera,0.0,export
258,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Moldavia, Carretera,20010.0,export
259,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Moldavia, Carretera,0.0,export
265,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Armenia, Marítimo,0.0,export
266,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Armenia, Marítimo,0.0,export
267,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Armenia, Marítimo,20000.0,export
273,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Eslovenia, Carretera,97435.0,export
274,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Eslovenia, Carretera,85541.0,export
275,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Eslovenia, Carretera,72184.0,export
281,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Croacia, Carretera,110970.0,export
282,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Croacia, Carretera,442783.6,export
283,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Croacia, Carretera,164140.1,export
289,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Marruecos, Marítimo,0.0,export
290,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Marruecos, Marítimo,0.0,export
291,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Marruecos, Marítimo,23000.0,export
297,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Mali, Marítimo,19300.0,export
298,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Mali, Marítimo,15625.0,export
299,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Mali, Marítimo,0.0,export
305,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Cabo Verde, Marítimo,1363.0,export
306,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Cabo Verde, Marítimo,0.0,export
307,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Cabo Verde, Marítimo,1250.0,export
313,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Guinea Ecuatorial, Marítimo,5795.0,export
314,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Guinea Ecuatorial, Marítimo,2400.0,export
315,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Guinea Ecuatorial, Marítimo,4877.0,export
321,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Arabia Saudí, Marítimo,21189.0,export
322,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Arabia Saudí, Marítimo,21189.0,export
323,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Arabia Saudí, Marítimo,21189.0,export
329,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Kuwait, Aire,0.0,export
330,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Kuwait, Aire,0.0,export
331,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Kuwait, Aire,12.0,export
337,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Qatar, Marítimo,100600.0,export
338,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Qatar, Marítimo,0.0,export
339,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Qatar, Marítimo,0.0,export
341,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Qatar, Aire,1780.0,export
342,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Qatar, Aire,320.0,export
343,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Qatar, Aire,0.0,export
349,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Emiratos Árabes Unidos, Marítimo,43720.0,export
350,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Emiratos Árabes Unidos, Marítimo,0.0,export
351,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Emiratos Árabes Unidos, Marítimo,19500.0,export
353,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Emiratos Árabes Unidos, Aire,7099.5,export
354,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Emiratos Árabes Unidos, Aire,297.0,export
355,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Emiratos Árabes Unidos, Aire,256.5,export
361,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Omán, Marítimo,149200.0,export
362,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Omán, Marítimo,0.0,export
363,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Omán, Marítimo,0.0,export
369,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Singapur, Aire,23.0,export
370,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Singapur, Aire,0.0,export
371,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Singapur, Aire,0.0,export
377,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Corea del Sur (Rep. de Corea), Aire,1.5,export
378,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Corea del Sur (Rep. de Corea), Aire,0.0,export
379,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Corea del Sur (Rep. de Corea), Aire,0.0,export
385,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Hong-Kong, Aire,41.0,export
386,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Hong-Kong, Aire,10.0,export
387,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Hong-Kong, Aire,10.7,export
5,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Francia, Carretera,649898.92,export
6,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Francia, Carretera,659392.04,export
7,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Francia, Carretera,1112987.5,export
9,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Francia, Tráfico postal,7883.8,export
10,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Francia, Tráfico postal,872.0,export
11,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Francia, Tráfico postal,370.0,export
13,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Francia, Plataforma fija,3348.6,export
14,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Francia, Plataforma fija,0.0,export
15,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Francia, Plataforma fija,2381.0,export
21,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Países Bajos, Carretera,84120.0,export
22,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Países Bajos, Carretera,31005.0,export
23,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Países Bajos, Carretera,243282.04,export
29,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Alemania, Carretera,37338.5,export
30,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Alemania, Carretera,31591.2,export
31,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Alemania, Carretera,99781.1,export
37,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Italia, Carretera,648730.25,export
38,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Italia, Carretera,1357452.14,export
39,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Italia, Carretera,1483300.78,export
41,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Italia, Tráfico postal,3219.9,export
42,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Italia, Tráfico postal,2299.6,export
43,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Italia, Tráfico postal,302.5,export
49,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Reino Unido, Marítimo,100000.0,export
50,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Reino Unido, Marítimo,88500.0,export
51,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Reino Unido, Marítimo,118159.0,export
53,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Reino Unido, Carretera,106523.0,export
54,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Reino Unido, Carretera,27713.0,export
55,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Reino Unido, Carretera,115579.0,export
61,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Irlanda, Carretera,8474.0,export
62,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Irlanda, Carretera,9642.0,export
63,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Irlanda, Carretera,11101.5,export
69,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Dinamarca, Marítimo,0.0,export
70,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Dinamarca, Marítimo,0.0,export
71,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Dinamarca, Marítimo,27500.0,export
77,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Portugal, Carretera,10067670.87,export
78,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Portugal, Carretera,9849433.61,export
79,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Portugal, Carretera,5747334.6,export
85,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Bélgica, Carretera,408529.27,export
86,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Bélgica, Carretera,278666.0,export
87,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Bélgica, Carretera,380.0,export
93,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Suecia, Carretera,0.0,export
94,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Suecia, Carretera,0.0,export
95,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Suecia, Carretera,120.0,export
101,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Finlandia, Carretera,0.0,export
102,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Finlandia, Carretera,0.0,export
103,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Finlandia, Carretera,900.0,export
109,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Austria, Carretera,3748.6,export
110,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Austria, Carretera,5149.6,export
111,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Austria, Carretera,5390.0,export
117,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Suiza, Carretera,0.0,export
118,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Suiza, Carretera,0.0,export
119,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Suiza, Carretera,77249.0,export
125,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Andorra, Carretera,168500.27,export
126,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Andorra, Carretera,208421.25,export
127,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Andorra, Carretera,232734.1,export
133,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Gibraltar, Carretera,79226.34,export
134,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Gibraltar, Carretera,88364.92,export
135,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Gibraltar, Carretera,81764.83,export
141,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Malta, Carretera,105.0,export
142,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Malta, Carretera,0.0,export
143,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Malta, Carretera,0.0,export
149,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Letonia, Carretera,0.0,export
150,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Letonia, Carretera,0.0,export
151,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Letonia, Carretera,40.0,export
157,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Polonia, Carretera,121.6,export
158,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Polonia, Carretera,762.2,export
159,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Polonia, Carretera,67021.5,export
165,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Rumanía, Carretera,2160.0,export
166,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Rumanía, Carretera,2880.0,export
167,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Rumanía, Carretera,0.0,export
173,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Bulgaria, Carretera,27150.0,export
174,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Bulgaria, Carretera,56420.0,export
175,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Bulgaria, Carretera,46140.0,export
181,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Eslovenia, Carretera,71890.0,export
182,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Eslovenia, Carretera,5077.2,export
