,producto,fecha,pais,transporte,kg,tipo
466,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Bosnia-Herzegovina, Carretera,0.0,export
467,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Bosnia-Herzegovina, Carretera,0.0,export
468,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Bosnia-Herzegovina, Carretera,0.0,export
477,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Serbia, Carretera,0.0,export
478,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Serbia, Carretera,0.0,export
479,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Serbia, Carretera,0.0,export
480,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Serbia, Carretera,900.0,export
481,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Serbia, Carretera,0.0,export
482,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Serbia, Carretera,0.0,export
491,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Marruecos, Marítimo,160.2,export
492,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Marruecos, Marítimo,0.0,export
493,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Marruecos, Marítimo,0.0,export
494,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Marruecos, Marítimo,0.0,export
495,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Marruecos, Marítimo,500.0,export
496,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Marruecos, Marítimo,40.0,export
498,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Marruecos, Carretera,28440.0,export
499,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Marruecos, Carretera,10375.0,export
500,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Marruecos, Carretera,0.0,export
501,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Marruecos, Carretera,0.0,export
502,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Marruecos, Carretera,0.0,export
503,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Marruecos, Carretera,0.0,export
512,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Mauritania, Marítimo,0.0,export
513,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Mauritania, Marítimo,0.0,export
514,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Mauritania, Marítimo,0.0,export
515,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Mauritania, Marítimo,0.0,export
516,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Mauritania, Marítimo,341.0,export
517,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Mauritania, Marítimo,14000.0,export
526,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Cabo Verde, Marítimo,4675.0,export
527,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Cabo Verde, Marítimo,0.0,export
528,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Cabo Verde, Marítimo,2500.0,export
529,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Cabo Verde, Marítimo,0.0,export
530,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Cabo Verde, Marítimo,0.0,export
531,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Cabo Verde, Marítimo,4675.0,export
540,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, República Centroafricana, Marítimo,23750.0,export
541,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, República Centroafricana, Marítimo,19975.0,export
542,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, República Centroafricana, Marítimo,0.0,export
543,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, República Centroafricana, Marítimo,10300.0,export
544,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, República Centroafricana, Marítimo,9850.0,export
545,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, República Centroafricana, Marítimo,9000.0,export
554,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Guinea Ecuatorial, Marítimo,6510.0,export
555,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Guinea Ecuatorial, Marítimo,13275.0,export
556,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Guinea Ecuatorial, Marítimo,5600.0,export
557,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Guinea Ecuatorial, Marítimo,1800.0,export
558,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Guinea Ecuatorial, Marítimo,7720.0,export
559,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Guinea Ecuatorial, Marítimo,4810.0,export
561,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Guinea Ecuatorial, Aire,2162.5,export
562,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Guinea Ecuatorial, Aire,0.0,export
563,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Guinea Ecuatorial, Aire,0.0,export
564,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Guinea Ecuatorial, Aire,0.0,export
565,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Guinea Ecuatorial, Aire,0.0,export
566,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Guinea Ecuatorial, Aire,0.0,export
575,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Etiopía, Carretera,0.0,export
576,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Etiopía, Carretera,0.0,export
577,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Etiopía, Carretera,1400.0,export
578,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Etiopía, Carretera,0.0,export
579,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Etiopía, Carretera,0.0,export
580,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Etiopía, Carretera,0.0,export
589,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Brasil, Marítimo,0.0,export
590,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Brasil, Marítimo,0.0,export
591,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Brasil, Marítimo,0.0,export
592,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Brasil, Marítimo,0.0,export
593,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Brasil, Marítimo,0.0,export
594,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Brasil, Marítimo,24000.0,export
603,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Líbano, Marítimo,420.0,export
604,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Líbano, Marítimo,0.0,export
605,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Líbano, Marítimo,0.0,export
606,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Líbano, Marítimo,0.0,export
607,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Líbano, Marítimo,0.0,export
608,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Líbano, Marítimo,0.0,export
617,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Qatar, Marítimo,104000.0,export
618,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Qatar, Marítimo,0.0,export
619,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Qatar, Marítimo,0.0,export
620,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Qatar, Marítimo,0.0,export
621,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Qatar, Marítimo,0.0,export
622,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Qatar, Marítimo,0.0,export
631,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Emiratos Árabes Unidos, Marítimo,0.0,export
632,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Emiratos Árabes Unidos, Marítimo,0.0,export
633,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Emiratos Árabes Unidos, Marítimo,0.0,export
634,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Emiratos Árabes Unidos, Marítimo,2100.0,export
635,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Emiratos Árabes Unidos, Marítimo,0.0,export
636,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Emiratos Árabes Unidos, Marítimo,56160.0,export
645,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Singapur, Aire,0.0,export
646,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Singapur, Aire,0.0,export
647,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Singapur, Aire,0.0,export
648,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Singapur, Aire,100.0,export
649,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Singapur, Aire,0.0,export
650,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Singapur, Aire,0.0,export
659,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Hong-Kong, Aire,124.0,export
660,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Hong-Kong, Aire,330.0,export
661,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Hong-Kong, Aire,50.0,export
662,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Hong-Kong, Aire,210.1,export
663,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Hong-Kong, Aire,115.0,export
664,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Hong-Kong, Aire,8.0,export
8,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Francia, Marítimo,0.0,export
9,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Francia, Marítimo,0.0,export
10,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Francia, Marítimo,0.0,export
11,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Francia, Marítimo,2160.0,export
12,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Francia, Marítimo,0.0,export
13,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Francia, Marítimo,0.0,export
15,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Francia, Ferrocarril,0.0,export
16,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Francia, Ferrocarril,0.0,export
17,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Francia, Ferrocarril,0.0,export
18,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Francia, Ferrocarril,360.0,export
19,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Francia, Ferrocarril,0.0,export
20,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Francia, Ferrocarril,0.0,export
22,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Francia, Carretera,411847.74,export
23,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Francia, Carretera,568596.7,export
24,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Francia, Carretera,521025.54,export
25,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Francia, Carretera,554023.11,export
26,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Francia, Carretera,651483.1,export
27,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Francia, Carretera,1196037.74,export
36,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Países Bajos, Carretera,324972.53,export
37,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Países Bajos, Carretera,173009.0,export
38,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Países Bajos, Carretera,129344.29,export
39,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Países Bajos, Carretera,184003.67,export
40,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Países Bajos, Carretera,138514.68,export
41,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Países Bajos, Carretera,4174294.57,export
50,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Alemania, Marítimo,0.0,export
51,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Alemania, Marítimo,0.0,export
52,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Alemania, Marítimo,0.0,export
53,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Alemania, Marítimo,0.0,export
54,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Alemania, Marítimo,0.0,export
55,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Alemania, Marítimo,138094.0,export
57,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Alemania, Carretera,69597.15,export
58,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Alemania, Carretera,255668.7,export
59,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Alemania, Carretera,226014.9,export
60,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Alemania, Carretera,531190.28,export
61,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Alemania, Carretera,480292.82,export
62,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Alemania, Carretera,13468538.3,export
71,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Italia, Carretera,455519.85,export
72,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Italia, Carretera,732392.39,export
73,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Italia, Carretera,793200.77,export
74,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Italia, Carretera,428535.89,export
75,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Italia, Carretera,67090.65,export
76,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Italia, Carretera,39399.57,export
85,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Reino Unido, Marítimo,75100.0,export
86,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Reino Unido, Marítimo,289810.0,export
87,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Reino Unido, Marítimo,0.0,export
88,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Reino Unido, Marítimo,0.0,export
89,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Reino Unido, Marítimo,21360.0,export
90,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Reino Unido, Marítimo,279400.0,export
92,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Reino Unido, Carretera,233594.0,export
93,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Reino Unido, Carretera,820851.0,export
94,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Reino Unido, Carretera,23380.0,export
95,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Reino Unido, Carretera,302548.0,export
96,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Reino Unido, Carretera,1328025.0,export
97,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Reino Unido, Carretera,2310236.0,export
106,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Irlanda, Marítimo,25000.0,export
107,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Irlanda, Marítimo,0.0,export
108,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Irlanda, Marítimo,0.0,export
109,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Irlanda, Marítimo,0.0,export
110,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Irlanda, Marítimo,0.0,export
111,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Irlanda, Marítimo,0.0,export
113,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Irlanda, Carretera,4800.0,export
114,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Irlanda, Carretera,16479.5,export
115,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Irlanda, Carretera,12610.0,export
116,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Irlanda, Carretera,12210.0,export
117,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Irlanda, Carretera,25637.5,export
118,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Irlanda, Carretera,1277998.0,export
127,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Dinamarca, Marítimo,137500.0,export
128,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Dinamarca, Marítimo,50720.0,export
129,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Dinamarca, Marítimo,80500.0,export
130,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Dinamarca, Marítimo,0.0,export
131,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Dinamarca, Marítimo,22040.0,export
132,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Dinamarca, Marítimo,103810.0,export
134,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Dinamarca, Carretera,0.0,export
135,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Dinamarca, Carretera,0.0,export
136,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Dinamarca, Carretera,0.0,export
137,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Dinamarca, Carretera,0.0,export
138,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Dinamarca, Carretera,0.0,export
139,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Dinamarca, Carretera,221509.0,export
148,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Grecia, Carretera,0.0,export
149,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Grecia, Carretera,0.0,export
150,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Grecia, Carretera,5760.0,export
151,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Grecia, Carretera,4500.0,export
152,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Grecia, Carretera,0.0,export
153,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Grecia, Carretera,6.0,export
162,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Portugal, Carretera,22515111.75,export
163,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Portugal, Carretera,16806510.91,export
164,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Portugal, Carretera,23330002.35,export
165,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Portugal, Carretera,19316043.51,export
166,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Portugal, Carretera,13829269.69,export
167,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Portugal, Carretera,1815393.98,export
176,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Bélgica, Marítimo,0.0,export
177,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Bélgica, Marítimo,0.0,export
178,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Bélgica, Marítimo,0.0,export
179,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Bélgica, Marítimo,0.0,export
180,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Bélgica, Marítimo,0.0,export
181,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Bélgica, Marítimo,71719.0,export
183,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Bélgica, Carretera,1913.5,export
184,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Bélgica, Carretera,320509.52,export
185,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Bélgica, Carretera,17260.0,export
186,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Bélgica, Carretera,177736.0,export
187,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Bélgica, Carretera,3116853.0,export
188,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Bélgica, Carretera,6225539.55,export
197,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Suecia, Carretera,7680.0,export
198,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Suecia, Carretera,2400.0,export
199,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Suecia, Carretera,4560.0,export
200,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Suecia, Carretera,0.0,export
201,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Suecia, Carretera,290.0,export
202,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Suecia, Carretera,1503.1,export
211,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Finlandia, Carretera,0.0,export
212,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Finlandia, Carretera,0.0,export
213,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Finlandia, Carretera,0.0,export
214,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Finlandia, Carretera,0.0,export
215,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Finlandia, Carretera,21936.0,export
216,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Finlandia, Carretera,0.0,export
225,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Suiza, Carretera,43672.0,export
226,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Suiza, Carretera,108908.0,export
227,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Suiza, Carretera,0.0,export
228,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Suiza, Carretera,0.0,export
229,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Suiza, Carretera,175590.0,export
230,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Suiza, Carretera,505547.0,export
239,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Andorra, Carretera,176082.3,export
240,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Andorra, Carretera,235767.38,export
241,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Andorra, Carretera,165865.86,export
242,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Andorra, Carretera,162422.1,export
243,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Andorra, Carretera,222289.99,export
244,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Andorra, Carretera,195909.54,export
253,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Gibraltar, Marítimo,48.0,export
254,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Gibraltar, Marítimo,0.0,export
255,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Gibraltar, Marítimo,0.0,export
256,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Gibraltar, Marítimo,0.0,export
257,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Gibraltar, Marítimo,0.0,export
258,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Gibraltar, Marítimo,0.0,export
260,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Gibraltar, Carretera,82102.75,export
261,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Gibraltar, Carretera,85490.46,export
262,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Gibraltar, Carretera,114489.48,export
263,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Gibraltar, Carretera,123665.85,export
264,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Gibraltar, Carretera,115352.62,export
265,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Gibraltar, Carretera,118541.42,export
274,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Malta, Carretera,300.0,export
275,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Malta, Carretera,180.0,export
276,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Malta, Carretera,520.0,export
277,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Malta, Carretera,0.0,export
