Mes,Importado,Exportado
01-Ene-2015,345,163
01-Feb-2015,1078,325
01-Mar-2015,1563,709
01-Abr-2015,998,1054
01-May-2015,231,2139
01-Jun-2015,386,16656
01-Jul-2015,624,28821
01-Ago-2015,105,23471
01-Sep-2015,101,20741
01-Oct-2015,124,10971
01-Nov-2015,316,3342
01-Dic-2015,70,324
