Mes,Importado,Exportado
01-Ene-2015,303,13710
01-Feb-2015,118,15722
01-Mar-2015,69,26679
01-Abr-2015,65,17784
01-May-2015,59,11481
01-Jun-2015,73,6505
01-Jul-2015,71,4398
01-Ago-2015,106,2774
01-Sep-2015,220,5943
01-Oct-2015,78,17065
01-Nov-2015,46,18497
01-Dic-2015,143,18643
