Mes,Importado,Exportado
01-Ene-2015,2006,272676
01-Feb-2015,1075,188025
01-Mar-2015,958,127579
01-Abr-2015,373,68872
01-May-2015,3935,36010
01-Jun-2015,688,10600
01-Jul-2015,886,2908
01-Ago-2015,501,3788
01-Sep-2015,1222,27171
01-Oct-2015,1053,185546
01-Nov-2015,1952,306761
01-Dic-2015,1619,336385
