Mes,Importado,Exportado
01-Ene-2015,93,9967
01-Feb-2015,429,11453
01-Mar-2015,329,10465
01-Abr-2015,409,10399
01-May-2015,267,7766
01-Jun-2015,286,16865
01-Jul-2015,352,20427
01-Ago-2015,871,13827
01-Sep-2015,1201,12366
01-Oct-2015,399,12627
01-Nov-2015,321,10770
01-Dic-2015,449,12273
