fila,subfila,columna,subcolumna,valor
0702 Tomates frescos o refrigerados,Total seleccionado,Total Mundo,Total modo transporte,"46895,47"
0702 Tomates frescos o refrigerados,Junio de 2016,Total Mundo,Total modo transporte,"13754,77"
0702 Tomates frescos o refrigerados,Julio de 2016,Total Mundo,Total modo transporte,"13751,50"
0702 Tomates frescos o refrigerados,Marzo de 2016,Total Mundo,Total modo transporte,"8435,44"
0702 Tomates frescos o refrigerados,Mayo de 2016,Total Mundo,Total modo transporte,"6572,61"
0702 Tomates frescos o refrigerados,Abril de 2016,Total Mundo,Total modo transporte,"4381,15"
0702 Tomates frescos o refrigerados,Total seleccionado,Total Mundo,1  Marítimo,"10483,66"
0702 Tomates frescos o refrigerados,Junio de 2016,Total Mundo,1  Marítimo,"1022,05"
0702 Tomates frescos o refrigerados,Julio de 2016,Total Mundo,1  Marítimo,"1071,25"
0702 Tomates frescos o refrigerados,Marzo de 2016,Total Mundo,1  Marítimo,"5084,62"
0702 Tomates frescos o refrigerados,Mayo de 2016,Total Mundo,1  Marítimo,"1157,58"
0702 Tomates frescos o refrigerados,Abril de 2016,Total Mundo,1  Marítimo,"2148,17"
0702 Tomates frescos o refrigerados,Total seleccionado,Total Mundo,3  Carretera,"36411,81"
0702 Tomates frescos o refrigerados,Junio de 2016,Total Mundo,3  Carretera,"12732,72"
0702 Tomates frescos o refrigerados,Julio de 2016,Total Mundo,3  Carretera,"12680,25"
0702 Tomates frescos o refrigerados,Marzo de 2016,Total Mundo,3  Carretera,"3350,82"
0702 Tomates frescos o refrigerados,Mayo de 2016,Total Mundo,3  Carretera,"5415,03"
0702 Tomates frescos o refrigerados,Abril de 2016,Total Mundo,3  Carretera,"2232,98"
0702 Tomates frescos o refrigerados,Total seleccionado,001 Francia,Total modo transporte,"2834,42"
0702 Tomates frescos o refrigerados,Junio de 2016,001 Francia,Total modo transporte,"746,16"
0702 Tomates frescos o refrigerados,Julio de 2016,001 Francia,Total modo transporte,"169,15"
0702 Tomates frescos o refrigerados,Marzo de 2016,001 Francia,Total modo transporte,"808,79"
0702 Tomates frescos o refrigerados,Mayo de 2016,001 Francia,Total modo transporte,"662,56"
0702 Tomates frescos o refrigerados,Abril de 2016,001 Francia,Total modo transporte,"447,76"
0702 Tomates frescos o refrigerados,Total seleccionado,001 Francia,3  Carretera,"2834,42"
0702 Tomates frescos o refrigerados,Junio de 2016,001 Francia,3  Carretera,"746,16"
0702 Tomates frescos o refrigerados,Julio de 2016,001 Francia,3  Carretera,"169,15"
0702 Tomates frescos o refrigerados,Marzo de 2016,001 Francia,3  Carretera,"808,79"
0702 Tomates frescos o refrigerados,Mayo de 2016,001 Francia,3  Carretera,"662,56"
0702 Tomates frescos o refrigerados,Abril de 2016,001 Francia,3  Carretera,"447,76"
0702 Tomates frescos o refrigerados,Total seleccionado,003 Países Bajos,Total modo transporte,"18337,05"
0702 Tomates frescos o refrigerados,Junio de 2016,003 Países Bajos,Total modo transporte,"7056,96"
0702 Tomates frescos o refrigerados,Julio de 2016,003 Países Bajos,Total modo transporte,"5921,32"
0702 Tomates frescos o refrigerados,Marzo de 2016,003 Países Bajos,Total modo transporte,"994,51"
0702 Tomates frescos o refrigerados,Mayo de 2016,003 Países Bajos,Total modo transporte,"3028,88"
0702 Tomates frescos o refrigerados,Abril de 2016,003 Países Bajos,Total modo transporte,"1335,37"
0702 Tomates frescos o refrigerados,Total seleccionado,003 Países Bajos,3  Carretera,"18337,05"
0702 Tomates frescos o refrigerados,Junio de 2016,003 Países Bajos,3  Carretera,"7056,96"
0702 Tomates frescos o refrigerados,Julio de 2016,003 Países Bajos,3  Carretera,"5921,32"
0702 Tomates frescos o refrigerados,Marzo de 2016,003 Países Bajos,3  Carretera,"994,51"
0702 Tomates frescos o refrigerados,Mayo de 2016,003 Países Bajos,3  Carretera,"3028,88"
0702 Tomates frescos o refrigerados,Abril de 2016,003 Países Bajos,3  Carretera,"1335,37"
0702 Tomates frescos o refrigerados,Total seleccionado,004 Alemania,Total modo transporte,"1666,57"
0702 Tomates frescos o refrigerados,Junio de 2016,004 Alemania,Total modo transporte,"553,04"
0702 Tomates frescos o refrigerados,Julio de 2016,004 Alemania,Total modo transporte,"484,79"
0702 Tomates frescos o refrigerados,Marzo de 2016,004 Alemania,Total modo transporte,"552,63"
0702 Tomates frescos o refrigerados,Mayo de 2016,004 Alemania,Total modo transporte,"74,59"
0702 Tomates frescos o refrigerados,Abril de 2016,004 Alemania,Total modo transporte,"1,52"
0702 Tomates frescos o refrigerados,Total seleccionado,004 Alemania,3  Carretera,"1666,57"
0702 Tomates frescos o refrigerados,Junio de 2016,004 Alemania,3  Carretera,"553,04"
0702 Tomates frescos o refrigerados,Julio de 2016,004 Alemania,3  Carretera,"484,79"
0702 Tomates frescos o refrigerados,Marzo de 2016,004 Alemania,3  Carretera,"552,63"
0702 Tomates frescos o refrigerados,Mayo de 2016,004 Alemania,3  Carretera,"74,59"
0702 Tomates frescos o refrigerados,Abril de 2016,004 Alemania,3  Carretera,"1,52"
0702 Tomates frescos o refrigerados,Total seleccionado,005 Italia,Total modo transporte,"101,26"
0702 Tomates frescos o refrigerados,Junio de 2016,005 Italia,Total modo transporte,"11,14"
0702 Tomates frescos o refrigerados,Julio de 2016,005 Italia,Total modo transporte,"15,08"
