fila,subfila,columna,subcolumna,valor
0702 Tomates frescos o refrigerados,Total seleccionado,001 Francia,Total modo transporte,"3008,06"
0702 Tomates frescos o refrigerados,Julio de 2017,001 Francia,Total modo transporte,"504,90"
0702 Tomates frescos o refrigerados,Junio de 2017,001 Francia,Total modo transporte,"397,89"
0702 Tomates frescos o refrigerados,Mayo de 2017,001 Francia,Total modo transporte,"471,56"
0702 Tomates frescos o refrigerados,Abril de 2017,001 Francia,Total modo transporte,"746,73"
0702 Tomates frescos o refrigerados,Marzo de 2017,001 Francia,Total modo transporte,"886,98"
0702 Tomates frescos o refrigerados,Total seleccionado,001 Francia,3  Carretera,"3008,06"
0702 Tomates frescos o refrigerados,Julio de 2017,001 Francia,3  Carretera,"504,90"
0702 Tomates frescos o refrigerados,Junio de 2017,001 Francia,3  Carretera,"397,89"
0702 Tomates frescos o refrigerados,Mayo de 2017,001 Francia,3  Carretera,"471,56"
0702 Tomates frescos o refrigerados,Abril de 2017,001 Francia,3  Carretera,"746,73"
0702 Tomates frescos o refrigerados,Marzo de 2017,001 Francia,3  Carretera,"886,98"
0702 Tomates frescos o refrigerados,Total seleccionado,003 Países Bajos,Total modo transporte,"12793,53"
0702 Tomates frescos o refrigerados,Julio de 2017,003 Países Bajos,Total modo transporte,"4909,93"
0702 Tomates frescos o refrigerados,Junio de 2017,003 Países Bajos,Total modo transporte,"5951,62"
0702 Tomates frescos o refrigerados,Mayo de 2017,003 Países Bajos,Total modo transporte,"1707,47"
0702 Tomates frescos o refrigerados,Abril de 2017,003 Países Bajos,Total modo transporte,"123,70"
0702 Tomates frescos o refrigerados,Marzo de 2017,003 Países Bajos,Total modo transporte,"100,83"
0702 Tomates frescos o refrigerados,Total seleccionado,003 Países Bajos,1  Marítimo,"6,31"
0702 Tomates frescos o refrigerados,Julio de 2017,003 Países Bajos,1  Marítimo,"6,31"
0702 Tomates frescos o refrigerados,Junio de 2017,003 Países Bajos,1  Marítimo,
0702 Tomates frescos o refrigerados,Mayo de 2017,003 Países Bajos,1  Marítimo,
0702 Tomates frescos o refrigerados,Abril de 2017,003 Países Bajos,1  Marítimo,
0702 Tomates frescos o refrigerados,Marzo de 2017,003 Países Bajos,1  Marítimo,
0702 Tomates frescos o refrigerados,Total seleccionado,003 Países Bajos,3  Carretera,"12787,22"
0702 Tomates frescos o refrigerados,Julio de 2017,003 Países Bajos,3  Carretera,"4903,62"
0702 Tomates frescos o refrigerados,Junio de 2017,003 Países Bajos,3  Carretera,"5951,62"
0702 Tomates frescos o refrigerados,Mayo de 2017,003 Países Bajos,3  Carretera,"1707,47"
0702 Tomates frescos o refrigerados,Abril de 2017,003 Países Bajos,3  Carretera,"123,70"
0702 Tomates frescos o refrigerados,Marzo de 2017,003 Países Bajos,3  Carretera,"100,83"
0702 Tomates frescos o refrigerados,Total seleccionado,004 Alemania,Total modo transporte,"248,01"
0702 Tomates frescos o refrigerados,Julio de 2017,004 Alemania,Total modo transporte,"125,65"
