Mes,Importado,Exportado
01-Ene-2015,3,25
01-Feb-2015,5,5
01-Mar-2015,5,76
01-Abr-2015,17,93
01-May-2015,6,402
01-Jun-2015,5,304
01-Jul-2015,3,121
01-Ago-2015,25,110
01-Sep-2015,3,61
01-Oct-2015,3,17
01-Nov-2015,5,90
01-Dic-2015,9,73
