Mes,Importado,Exportado
01-Ene-2015,46,166
01-Feb-2015,50,493
01-Mar-2015,58,482
01-Abr-2015,58,388
01-May-2015,76,136
01-Jun-2015,59,13
01-Jul-2015,92,11
01-Ago-2015,81,10
01-Sep-2015,59,6
01-Oct-2015,75,29
01-Nov-2015,61,26
01-Dic-2015,49,49
