Mes,Importado,Exportado
01-Ene-2015,1839,8028
01-Feb-2015,1379,8937
01-Mar-2015,2746,12258
01-Abr-2015,3811,9360
01-May-2015,7484,6088
01-Jun-2015,8379,6448
01-Jul-2015,7782,5175
01-Ago-2015,6918,3965
01-Sep-2015,6842,3806
01-Oct-2015,5278,4247
01-Nov-2015,4544,5758
01-Dic-2015,3954,7510
