Mes,Importado,Exportado
01-Ene-2015,413.09,83.36
01-Feb-2015,253.27,59.52
01-Mar-2015,298.14,118.94
01-Abr-2015,549.62,153.55
01-May-2015,433.77,138.18
01-Jun-2015,623.22,141.55
01-Jul-2015,865.81,231.23
01-Ago-2015,738.42,312.12
01-Sep-2015,529.78,224.3
01-Oct-2015,376.42,204.65
01-Nov-2015,313.26,143.08
01-Dic-2015,622.01,253.08
