Mes,Importado,Exportado
01-Ene-2015,17,48
01-Feb-2015,22,73
01-Mar-2015,24,129
01-Abr-2015,25,378
01-May-2015,7,803
01-Jun-2015,2,356
01-Jul-2015,4,197
01-Ago-2015,53,30
01-Sep-2015,62,26
01-Oct-2015,20,386
01-Nov-2015,38,688
01-Dic-2015,37,141
