fila,subfila,columna,subcolumna,valor
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,Total modo transporte,"390880198,78"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,Total Mundo,Total modo transporte,"83414238,23"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,Total Mundo,Total modo transporte,"72346337,53"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,Total Mundo,Total modo transporte,"73243422,01"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,Total Mundo,Total modo transporte,"90592891,04"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,Total Mundo,Total modo transporte,"42761919,49"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,Total Mundo,Total modo transporte,"28521390,49"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,1  Marítimo,"30094426,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,Total Mundo,1  Marítimo,"6589366,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,Total Mundo,1  Marítimo,"6617404,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,Total Mundo,1  Marítimo,"6205929,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,Total Mundo,1  Marítimo,"5983703,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,Total Mundo,1  Marítimo,"2489928,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,Total Mundo,1  Marítimo,"2208094,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,3  Carretera,"360785618,28"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,Total Mundo,3  Carretera,"76824871,73"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,Total Mundo,3  Carretera,"65728933,53"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,Total Mundo,3  Carretera,"67037492,51"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,Total Mundo,3  Carretera,"84609187,54"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,Total Mundo,3  Carretera,"40271990,99"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,Total Mundo,3  Carretera,"26313141,99"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,4  Aire,"154,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,Total Mundo,4  Aire,
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,Total Mundo,4  Aire,
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,Total Mundo,4  Aire,
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,Total Mundo,4  Aire,
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,Total Mundo,4  Aire,
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,Total Mundo,4  Aire,"154,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,001 Francia,Total modo transporte,"272729591,29"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,001 Francia,Total modo transporte,"61556147,67"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,001 Francia,Total modo transporte,"52886443,04"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,001 Francia,Total modo transporte,"53513278,22"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,001 Francia,Total modo transporte,"62297258,03"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,001 Francia,Total modo transporte,"29181662,05"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,001 Francia,Total modo transporte,"13294802,29"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,001 Francia,3  Carretera,"272729591,29"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,001 Francia,3  Carretera,"61556147,67"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,001 Francia,3  Carretera,"52886443,04"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,001 Francia,3  Carretera,"53513278,22"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,001 Francia,3  Carretera,"62297258,03"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,001 Francia,3  Carretera,"29181662,05"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,001 Francia,3  Carretera,"13294802,29"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,003 Países Bajos,Total modo transporte,"43949229,18"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,003 Países Bajos,Total modo transporte,"8244925,37"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,003 Países Bajos,Total modo transporte,"6914940,31"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,003 Países Bajos,Total modo transporte,"7371301,27"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,003 Países Bajos,Total modo transporte,"13625690,30"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,003 Países Bajos,Total modo transporte,"4073363,97"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,003 Países Bajos,Total modo transporte,"3719007,96"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,003 Países Bajos,3  Carretera,"43949229,18"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,003 Países Bajos,3  Carretera,"8244925,37"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,003 Países Bajos,3  Carretera,"6914940,31"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,003 Países Bajos,3  Carretera,"7371301,27"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,003 Países Bajos,3  Carretera,"13625690,30"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,003 Países Bajos,3  Carretera,"4073363,97"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,003 Países Bajos,3  Carretera,"3719007,96"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,004 Alemania,Total modo transporte,"2835975,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,004 Alemania,Total modo transporte,"863207,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,004 Alemania,Total modo transporte,"55956,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,004 Alemania,Total modo transporte,"36952,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,004 Alemania,Total modo transporte,"100700,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,004 Alemania,Total modo transporte,"567570,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,004 Alemania,Total modo transporte,"1211588,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,004 Alemania,1  Marítimo,"370052,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,004 Alemania,1  Marítimo,"7,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,004 Alemania,1  Marítimo,"15,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,004 Alemania,1  Marítimo,"7,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,004 Alemania,1  Marítimo,"7,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,004 Alemania,1  Marítimo,"120007,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,004 Alemania,1  Marítimo,"250007,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,004 Alemania,3  Carretera,"2465922,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,004 Alemania,3  Carretera,"863200,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,004 Alemania,3  Carretera,"55941,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,004 Alemania,3  Carretera,"36945,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,004 Alemania,3  Carretera,"100693,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,004 Alemania,3  Carretera,"447562,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,004 Alemania,3  Carretera,"961581,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,005 Italia,Total modo transporte,"247313,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,005 Italia,Total modo transporte,"139,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,005 Italia,Total modo transporte,"18864,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,005 Italia,Total modo transporte,"200370,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,005 Italia,Total modo transporte,"4937,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,005 Italia,Total modo transporte,"23003,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,005 Italia,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,005 Italia,1  Marítimo,"420,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,005 Italia,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,005 Italia,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,005 Italia,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,005 Italia,1  Marítimo,"420,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,005 Italia,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,005 Italia,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,005 Italia,3  Carretera,"246893,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,005 Italia,3  Carretera,"139,00"
