fila,subfila,columna,subcolumna,valor
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,Total modo transporte,"237117217,88"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2014,Total Mundo,Total modo transporte,"91567080,03"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2014,Total Mundo,Total modo transporte,"56522791,92"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2014,Total Mundo,Total modo transporte,"37886700,14"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2014,Total Mundo,Total modo transporte,"23738374,89"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2014,Total Mundo,Total modo transporte,"11765648,61"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2014,Total Mundo,Total modo transporte,"15636622,28"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,1  Marítimo,"41599624,88"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2014,Total Mundo,1  Marítimo,"12266271,38"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2014,Total Mundo,1  Marítimo,"10829067,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2014,Total Mundo,1  Marítimo,"11429590,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2014,Total Mundo,1  Marítimo,"5185819,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2014,Total Mundo,1  Marítimo,"1141393,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2014,Total Mundo,1  Marítimo,"747484,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,3  Carretera,"195517217,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2014,Total Mundo,3  Carretera,"79300808,66"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2014,Total Mundo,3  Carretera,"45693724,92"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2014,Total Mundo,3  Carretera,"26456810,14"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2014,Total Mundo,3  Carretera,"18552512,89"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2014,Total Mundo,3  Carretera,"10624255,11"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2014,Total Mundo,3  Carretera,"14889105,28"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,4  Aire,"376,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2014,Total Mundo,4  Aire,
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2014,Total Mundo,4  Aire,
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2014,Total Mundo,4  Aire,"300,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2014,Total Mundo,4  Aire,"43,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2014,Total Mundo,4  Aire,
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2014,Total Mundo,4  Aire,"33,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,001 Francia,Total modo transporte,"163324633,75"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2014,001 Francia,Total modo transporte,"66503500,49"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2014,001 Francia,Total modo transporte,"39170807,17"
