Mes,Importado,Exportado
01-Ene-2015,13596,9090
01-Feb-2015,16652,8815
01-Mar-2015,18580,12508
01-Abr-2015,20867,12038
01-May-2015,19913,11489
01-Jun-2015,14264,8185
01-Jul-2015,14807,6211
01-Ago-2015,8421,6818
01-Sep-2015,12452,12971
01-Oct-2015,18575,10785
01-Nov-2015,21572,11167
01-Dic-2015,23594,11580
