Mes,Importado,Exportado
01-Ene-2015,4538,136072
01-Feb-2015,4049,132472
01-Mar-2015,4332,147303
01-Abr-2015,2580,109258
01-May-2015,3198,64459
01-Jun-2015,8289,34386
01-Jul-2015,10062,32250
01-Ago-2015,53558,21798
01-Sep-2015,45665,15386
01-Oct-2015,14664,32993
01-Nov-2015,12207,86283
01-Dic-2015,5369,137338
