Mes,Importado,Exportado
01-Ene-2015,18902,7169
01-Feb-2015,16533,6232
01-Mar-2015,18778,6301
01-Abr-2015,19020,5601
01-May-2015,22417,5490
01-Jun-2015,17453,6268
01-Jul-2015,18122,5490
01-Ago-2015,14623,5054
01-Sep-2015,13278,5971
01-Oct-2015,24261,6556
01-Nov-2015,22936,7224
01-Dic-2015,21782,6538
