fila,subfila,columna,subcolumna,valor
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,Total modo transporte,"149459573,48"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2015,Total Mundo,Total modo transporte,"18539975,72"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2015,Total Mundo,Total modo transporte,"26708040,69"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2015,Total Mundo,Total modo transporte,"29451632,80"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2015,Total Mundo,Total modo transporte,"32239740,90"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2015,Total Mundo,Total modo transporte,"14808966,73"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2015,Total Mundo,Total modo transporte,"27711216,64"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,1  Marítimo,"3190294,80"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2015,Total Mundo,1  Marítimo,"1391245,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2015,Total Mundo,1  Marítimo,"274292,40"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2015,Total Mundo,1  Marítimo,"310986,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2015,Total Mundo,1  Marítimo,"212534,30"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2015,Total Mundo,1  Marítimo,"357118,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2015,Total Mundo,1  Marítimo,"644118,10"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,3  Carretera,"146239149,92"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2015,Total Mundo,3  Carretera,"17144484,62"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2015,Total Mundo,3  Carretera,"26430273,63"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2015,Total Mundo,3  Carretera,"29135925,30"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2015,Total Mundo,3  Carretera,"32011921,60"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2015,Total Mundo,3  Carretera,"14449548,23"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2015,Total Mundo,3  Carretera,"27066996,54"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,4  Aire,"16868,76"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2015,Total Mundo,4  Aire,"4246,10"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2015,Total Mundo,4  Aire,"3474,66"
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2015,Total Mundo,4  Aire,"3471,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2015,Total Mundo,4  Aire,"5435,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2015,Total Mundo,4  Aire,"140,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2015,Total Mundo,4  Aire,"102,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,Total Mundo,7  Plataforma fija,"13260,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2015,Total Mundo,7  Plataforma fija,
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2015,Total Mundo,7  Plataforma fija,
"0541 PATATAS, FRESCAS O REFRIGERADA",Octubre de 2015,Total Mundo,7  Plataforma fija,"1250,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Septiembre de 2015,Total Mundo,7  Plataforma fija,"9850,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Agosto de 2015,Total Mundo,7  Plataforma fija,"2160,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Julio de 2015,Total Mundo,7  Plataforma fija,
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,001 Francia,Total modo transporte,"3719417,17"
"0541 PATATAS, FRESCAS O REFRIGERADA",Diciembre de 2015,001 Francia,Total modo transporte,"529922,50"
"0541 PATATAS, FRESCAS O REFRIGERADA",Noviembre de 2015,001 Francia,Total modo transporte,"460118,67"
