,producto,fecha,pais,transporte,kg
285,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Polonia, Carretera,0.0
286,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Polonia, Carretera,0.0
295,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Hungría, Carretera,0.0
296,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Hungría, Carretera,0.0
297,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Hungría, Carretera,0.0
298,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Hungría, Carretera,0.0
299,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Hungría, Carretera,900.0
300,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Hungría, Carretera,0.0
309,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Georgia (d.01/01/92), Carretera,0.0
310,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Georgia (d.01/01/92), Carretera,0.0
311,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Georgia (d.01/01/92), Carretera,1440.0
312,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Georgia (d.01/01/92), Carretera,0.0
313,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Georgia (d.01/01/92), Carretera,0.0
314,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Georgia (d.01/01/92), Carretera,0.0
323,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Marruecos, Marítimo,0.0
324,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Marruecos, Marítimo,169971.0
325,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Marruecos, Marítimo,1859352.0
326,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Marruecos, Marítimo,1668617.0
327,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Marruecos, Marítimo,1482336.0
328,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Marruecos, Marítimo,481968.0
330,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Marruecos, Carretera,192880.0
331,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Marruecos, Carretera,63764.0
332,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Marruecos, Carretera,62600.0
333,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Marruecos, Carretera,58400.0
334,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Marruecos, Carretera,149905.0
335,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Marruecos, Carretera,55645.0
344,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Argelia, Marítimo,139320.0
345,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Argelia, Marítimo,248480.0
346,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Argelia, Marítimo,73400.0
347,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Argelia, Marítimo,0.0
348,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Argelia, Marítimo,0.0
349,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Argelia, Marítimo,0.0
358,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Egipto, Marítimo,0.0
359,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Egipto, Marítimo,0.0
360,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Egipto, Marítimo,0.0
361,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Egipto, Marítimo,25000.0
362,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Egipto, Marítimo,0.0
363,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Egipto, Marítimo,51200.0
372,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Camerún, Carretera,0.0
373,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Camerún, Carretera,0.0
374,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Camerún, Carretera,0.0
375,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Camerún, Carretera,0.0
376,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Camerún, Carretera,0.0
377,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Camerún, Carretera,23940.0
386,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Estados Unidos, Carretera,0.0
387,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Estados Unidos, Carretera,0.0
388,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Estados Unidos, Carretera,0.0
389,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Estados Unidos, Carretera,1800.0
390,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Estados Unidos, Carretera,0.0
391,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Estados Unidos, Carretera,0.0
400,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, México, Carretera,4.5
401,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, México, Carretera,0.0
402,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, México, Carretera,13.5
403,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, México, Carretera,0.0
404,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, México, Carretera,0.0
405,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, México, Carretera,27.0
414,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Perú, Carretera,0.0
415,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Perú, Carretera,0.0
416,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Perú, Carretera,0.0
417,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Perú, Carretera,3.0
418,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Perú, Carretera,0.0
419,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Perú, Carretera,3.0
428,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Chipre, Marítimo,101600.0
429,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Chipre, Marítimo,49800.0
430,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Chipre, Marítimo,52500.0
431,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Chipre, Marítimo,0.0
432,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Chipre, Marítimo,24000.0
433,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Chipre, Marítimo,50000.0
442,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Líbano, Carretera,0.0
443,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Líbano, Carretera,0.0
444,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Líbano, Carretera,0.0
445,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Líbano, Carretera,0.0
446,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Líbano, Carretera,108.0
447,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Líbano, Carretera,0.0
456,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Israel, Marítimo,0.0
457,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Israel, Marítimo,216000.0
458,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Israel, Marítimo,7029500.0
459,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Israel, Marítimo,3364200.0
460,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Israel, Marítimo,378000.0
461,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Israel, Marítimo,216000.0
470,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Nueva Zelanda, Carretera,0.0
471,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Nueva Zelanda, Carretera,0.0
472,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Nueva Zelanda, Carretera,0.0
473,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Nueva Zelanda, Carretera,0.0
474,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Nueva Zelanda, Carretera,23750.0
475,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Nueva Zelanda, Carretera,0.0
484,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-01-01 00:00:00, Países y territorios no determinados.Intraco., Marítimo,0.0
485,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-02-01 00:00:00, Países y territorios no determinados.Intraco., Marítimo,0.0
486,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-03-01 00:00:00, Países y territorios no determinados.Intraco., Marítimo,0.0
487,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-04-01 00:00:00, Países y territorios no determinados.Intraco., Marítimo,0.0
488,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-05-01 00:00:00, Países y territorios no determinados.Intraco., Marítimo,500.0
489,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-06-01 00:00:00, Países y territorios no determinados.Intraco., Marítimo,0.0
36,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Francia, Marítimo,10500.0
37,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Francia, Marítimo,0.0
38,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Francia, Marítimo,0.0
39,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Francia, Marítimo,0.0
40,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Francia, Marítimo,0.0
41,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Francia, Marítimo,0.0
43,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Francia, Carretera,77198518.06
44,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Francia, Carretera,52896893.08
45,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Francia, Carretera,24806799.23
46,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Francia, Carretera,7803967.99
47,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Francia, Carretera,4498361.6
48,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Francia, Carretera,30433346.85
57,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Países Bajos, Marítimo,87500.0
58,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Países Bajos, Marítimo,190000.0
59,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Países Bajos, Marítimo,0.0
60,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Países Bajos, Marítimo,256.0
61,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Países Bajos, Marítimo,0.0
62,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Países Bajos, Marítimo,95050.0
64,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Países Bajos, Carretera,11028529.45
65,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Países Bajos, Carretera,5934813.85
66,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Países Bajos, Carretera,2093912.5
67,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Países Bajos, Carretera,599271.72
68,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Países Bajos, Carretera,1116849.45
69,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Países Bajos, Carretera,1375470.7
78,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Alemania, Marítimo,12100.0
79,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Alemania, Marítimo,65300.0
80,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Alemania, Marítimo,130.0
81,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Alemania, Marítimo,80190.0
82,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Alemania, Marítimo,80140.0
83,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Alemania, Marítimo,80104.0
85,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Alemania, Carretera,1033546.0
86,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Alemania, Carretera,557097.5
87,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Alemania, Carretera,1311.0
88,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Alemania, Carretera,1081818.0
89,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Alemania, Carretera,303805.4
90,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Alemania, Carretera,5719.0
92,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Alemania, Aire,133.0
93,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Alemania, Aire,51.0
94,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Alemania, Aire,216.0
95,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Alemania, Aire,660.0
96,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Alemania, Aire,0.0
97,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Alemania, Aire,0.0
106,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Italia, Carretera,173560.0
107,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Italia, Carretera,23390.0
108,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Italia, Carretera,3965.0
109,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Italia, Carretera,46880.0
110,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Italia, Carretera,68335.0
111,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Italia, Carretera,18676.0
120,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Reino Unido, Marítimo,9306365.0
121,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Reino Unido, Marítimo,10037023.0
122,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Reino Unido, Marítimo,4862997.0
123,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Reino Unido, Marítimo,275000.0
124,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Reino Unido, Marítimo,25000.0
125,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Reino Unido, Marítimo,10371142.2
127,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Reino Unido, Carretera,647083.08
128,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Reino Unido, Carretera,588646.41
129,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Reino Unido, Carretera,177368.08
130,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Reino Unido, Carretera,167426.59
131,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Reino Unido, Carretera,36426.0
132,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Reino Unido, Carretera,797778.66
141,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Dinamarca, Marítimo,868530.0
142,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Dinamarca, Marítimo,722900.0
143,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Dinamarca, Marítimo,245860.0
144,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Dinamarca, Marítimo,0.0
145,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Dinamarca, Marítimo,0.0
146,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Dinamarca, Marítimo,976413.0
148,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Dinamarca, Carretera,24616.0
149,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Dinamarca, Carretera,24000.0
150,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Dinamarca, Carretera,24010.0
151,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Dinamarca, Carretera,48000.0
152,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Dinamarca, Carretera,24080.0
153,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Dinamarca, Carretera,24636.0
162,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Portugal (d.01/01/86), Marítimo,10100.0
163,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Portugal (d.01/01/86), Marítimo,0.0
164,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Portugal (d.01/01/86), Marítimo,0.0
165,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Portugal (d.01/01/86), Marítimo,0.0
166,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Portugal (d.01/01/86), Marítimo,0.0
167,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Portugal (d.01/01/86), Marítimo,0.0
169,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Portugal (d.01/01/86), Carretera,2506996.0
170,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Portugal (d.01/01/86), Carretera,3045797.0
171,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Portugal (d.01/01/86), Carretera,2115507.0
172,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Portugal (d.01/01/86), Carretera,1768087.2
173,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Portugal (d.01/01/86), Carretera,3168227.15
174,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Portugal (d.01/01/86), Carretera,434221.0
183,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Bélgica (d.01/01/99), Marítimo,0.0
184,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Bélgica (d.01/01/99), Marítimo,0.0
185,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Bélgica (d.01/01/99), Marítimo,0.0
186,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Bélgica (d.01/01/99), Marítimo,900.0
187,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Bélgica (d.01/01/99), Marítimo,0.0
188,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Bélgica (d.01/01/99), Marítimo,0.0
190,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Bélgica (d.01/01/99), Carretera,479215.0
191,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Bélgica (d.01/01/99), Carretera,365303.0
192,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Bélgica (d.01/01/99), Carretera,383550.0
193,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Bélgica (d.01/01/99), Carretera,84304.0
194,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Bélgica (d.01/01/99), Carretera,356652.0
195,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Bélgica (d.01/01/99), Carretera,244280.88
204,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,124400.0
205,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,24820.0
206,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,0.0
207,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,77920.0
208,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,0.0
209,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,0.0
218,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Suecia, Marítimo,325070.0
219,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Suecia, Marítimo,348280.0
220,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Suecia, Marítimo,0.0
221,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Suecia, Marítimo,0.0
222,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Suecia, Marítimo,0.0
223,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Suecia, Marítimo,125600.0
225,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Suecia, Carretera,31.0
226,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Suecia, Carretera,11.0
227,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Suecia, Carretera,42.0
228,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Suecia, Carretera,22.0
229,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Suecia, Carretera,0.0
230,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Suecia, Carretera,20.0
239,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Polonia, Carretera,0.0
240,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Polonia, Carretera,0.0
241,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Polonia, Carretera,44380.0
242,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Polonia, Carretera,36848.0
243,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Polonia, Carretera,0.0
244,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Polonia, Carretera,22000.0
253,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Marruecos, Marítimo,25200.0
254,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Marruecos, Marítimo,0.0
255,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Marruecos, Marítimo,0.0
256,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Marruecos, Marítimo,143817.0
257,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Marruecos, Marítimo,169066.0
258,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Marruecos, Marítimo,0.0
260,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Marruecos, Carretera,67283.0
261,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Marruecos, Carretera,58793.0
262,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Marruecos, Carretera,61646.0
263,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Marruecos, Carretera,64315.0
264,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Marruecos, Carretera,51590.0
265,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Marruecos, Carretera,61366.0
274,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Sudán, Carretera,0.0
275,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Sudán, Carretera,0.0
276,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Sudán, Carretera,400308.0
277,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Sudán, Carretera,0.0
278,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Sudán, Carretera,0.0
279,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Sudán, Carretera,0.0
288,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, Camerún, Carretera,0.0
289,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, Camerún, Carretera,0.0
290,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, Camerún, Carretera,347641.0
291,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, Camerún, Carretera,186900.0
292,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, Camerún, Carretera,0.0
293,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-10-01 00:00:00, Camerún, Carretera,0.0
302,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-12-01 00:00:00, México, Carretera,0.0
303,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-11-01 00:00:00, México, Carretera,27.0
304,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-09-01 00:00:00, México, Carretera,90.0
305,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-08-01 00:00:00, México, Carretera,32.0
306,"0541 PATATAS, FRESCAS O REFRIGERADA",2016-07-01 00:00:00, México, Carretera,176.0
