,producto,fecha,pais,transporte,kg
180,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Bélgica (d.01/01/99), Marítimo,0.0
181,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Bélgica (d.01/01/99), Marítimo,0.0
183,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Bélgica (d.01/01/99), Carretera,1379947.98
184,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Bélgica (d.01/01/99), Carretera,1743582.98
185,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Bélgica (d.01/01/99), Carretera,2639925.0
186,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Bélgica (d.01/01/99), Carretera,2463500.0
187,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Bélgica (d.01/01/99), Carretera,2667320.0
188,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Bélgica (d.01/01/99), Carretera,1908103.0
197,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,100300.0
198,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,225950.0
199,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,379200.0
200,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,351700.0
201,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,427000.0
202,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,250900.0
211,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Suecia, Marítimo,0.0
212,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Suecia, Marítimo,28000.0
213,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Suecia, Marítimo,131000.0
214,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Suecia, Marítimo,0.0
215,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Suecia, Marítimo,28000.0
216,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Suecia, Marítimo,0.0
218,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Suecia, Carretera,31.0
219,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Suecia, Carretera,10.0
220,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Suecia, Carretera,38.0
221,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Suecia, Carretera,0.0
222,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Suecia, Carretera,10.0
223,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Suecia, Carretera,0.0
232,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Finlandia, Carretera,0.0
233,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Finlandia, Carretera,0.0
234,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Finlandia, Carretera,0.5
235,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Finlandia, Carretera,0.0
236,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Finlandia, Carretera,0.0
237,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Finlandia, Carretera,0.0
246,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Austria, Carretera,0.0
247,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Austria, Carretera,0.0
248,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Austria, Carretera,22.0
249,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Austria, Carretera,0.0
250,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Austria, Carretera,0.0
251,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Austria, Carretera,0.0
260,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Suiza (d.01/01/95), Carretera,0.0
261,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Suiza (d.01/01/95), Carretera,0.0
262,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Suiza (d.01/01/95), Carretera,44000.0
263,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Suiza (d.01/01/95), Carretera,44000.0
264,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Suiza (d.01/01/95), Carretera,0.0
265,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Suiza (d.01/01/95), Carretera,0.0
274,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Malta, Marítimo,0.0
275,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Malta, Marítimo,0.0
276,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Malta, Marítimo,0.0
277,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Malta, Marítimo,0.0
278,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Malta, Marítimo,25000.0
279,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Malta, Marítimo,15325.0
288,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Polonia, Carretera,0.0
289,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Polonia, Carretera,55000.0
290,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Polonia, Carretera,0.0
291,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Polonia, Carretera,0.0
292,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Polonia, Carretera,0.0
293,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Polonia, Carretera,0.0
302,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Marruecos, Marítimo,0.0
303,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Marruecos, Marítimo,0.0
304,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Marruecos, Marítimo,48000.0
305,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Marruecos, Marítimo,17140.0
306,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Marruecos, Marítimo,0.0
307,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Marruecos, Marítimo,0.0
309,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Marruecos, Carretera,51290.0
310,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Marruecos, Carretera,50334.0
311,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Marruecos, Carretera,287634.0
312,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Marruecos, Carretera,188512.0
313,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Marruecos, Carretera,50650.0
314,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Marruecos, Carretera,56708.0
323,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Egipto, Carretera,0.0
324,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Egipto, Carretera,0.0
325,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Egipto, Carretera,0.0
326,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Egipto, Carretera,0.0
327,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Egipto, Carretera,60.0
328,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Egipto, Carretera,0.0
337,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Camerún, Carretera,0.0
338,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Camerún, Carretera,0.0
339,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Camerún, Carretera,0.0
340,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Camerún, Carretera,0.0
341,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Camerún, Carretera,0.0
342,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Camerún, Carretera,69905.0
351,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Sudáfrica (d.01/01/90), Carretera,0.0
352,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Sudáfrica (d.01/01/90), Carretera,0.0
353,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Sudáfrica (d.01/01/90), Carretera,0.0
354,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Sudáfrica (d.01/01/90), Carretera,5760.0
355,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Sudáfrica (d.01/01/90), Carretera,0.0
356,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Sudáfrica (d.01/01/90), Carretera,0.0
365,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Estados Unidos, Carretera,0.0
366,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Estados Unidos, Carretera,10116.0
367,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Estados Unidos, Carretera,30873.0
368,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Estados Unidos, Carretera,1109.0
369,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Estados Unidos, Carretera,0.0
370,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Estados Unidos, Carretera,0.0
379,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, México, Carretera,9.0
380,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, México, Carretera,27.0
381,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, México, Carretera,31.5
382,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, México, Carretera,1.0
383,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, México, Carretera,31.5
384,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, México, Carretera,9.0
393,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Ecuador, Carretera,0.0
394,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Ecuador, Carretera,0.0
395,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Ecuador, Carretera,0.0
396,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Ecuador, Carretera,0.0
397,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Ecuador, Carretera,0.0
398,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Ecuador, Carretera,73750.0
407,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Brasil, Carretera,0.0
408,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Brasil, Carretera,0.0
409,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Brasil, Carretera,0.0
410,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Brasil, Carretera,2700.0
411,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Brasil, Carretera,0.0
412,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Brasil, Carretera,0.0
421,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Argentina, Carretera,0.0
422,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Argentina, Carretera,0.0
423,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Argentina, Carretera,0.0
424,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Argentina, Carretera,4608.0
425,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Argentina, Carretera,0.0
426,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Argentina, Carretera,0.0
435,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Chipre, Marítimo,74800.0
436,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Chipre, Marítimo,0.0
437,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Chipre, Marítimo,50800.0
438,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Chipre, Marítimo,0.0
439,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Chipre, Marítimo,0.0
440,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Chipre, Marítimo,28750.0
449,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-01-01 00:00:00, Israel, Marítimo,0.0
450,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-02-01 00:00:00, Israel, Marítimo,513000.0
451,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-03-01 00:00:00, Israel, Marítimo,4183650.0
452,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-04-01 00:00:00, Israel, Marítimo,4374000.0
453,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-05-01 00:00:00, Israel, Marítimo,1591650.0
454,"0541 PATATAS, FRESCAS O REFRIGERADA",2015-06-01 00:00:00, Israel, Marítimo,297000.0
30,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Francia, Carretera,72919851.79
31,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Francia, Carretera,76965546.76
32,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Francia, Carretera,82601146.93
33,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Francia, Carretera,72122418.12
34,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Francia, Carretera,58792171.03
35,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Francia, Carretera,12264072.25
42,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Países Bajos, Marítimo,2500.0
43,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Países Bajos, Marítimo,0.0
44,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Países Bajos, Marítimo,0.0
45,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Países Bajos, Marítimo,0.0
46,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Países Bajos, Marítimo,0.0
47,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Países Bajos, Marítimo,0.0
48,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Países Bajos, Carretera,9564204.45
49,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Países Bajos, Carretera,8440171.0
50,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Países Bajos, Carretera,12766855.7
51,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Países Bajos, Carretera,4972061.0
52,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Países Bajos, Carretera,2643445.41
53,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Países Bajos, Carretera,456803.1
60,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Alemania, Marítimo,45010.0
61,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Alemania, Marítimo,0.0
62,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Alemania, Marítimo,10.0
63,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Alemania, Marítimo,205000.0
64,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Alemania, Marítimo,10.0
65,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Alemania, Marítimo,190.06
66,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Alemania, Carretera,749976.0
67,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Alemania, Carretera,481368.0
68,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Alemania, Carretera,295016.82
69,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Alemania, Carretera,193544.0
70,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Alemania, Carretera,65.0
71,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Alemania, Carretera,7701.0
72,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Alemania, Aire,0.0
73,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Alemania, Aire,0.0
74,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Alemania, Aire,10.0
75,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Alemania, Aire,0.0
76,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Alemania, Aire,0.0
77,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Alemania, Aire,823.0
84,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Italia, Carretera,123597.0
85,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Italia, Carretera,170379.0
86,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Italia, Carretera,257140.5
87,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Italia, Carretera,146615.0
88,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Italia, Carretera,24118.0
89,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Italia, Carretera,12497.6
96,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Reino Unido, Marítimo,4185373.0
97,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Reino Unido, Marítimo,5025902.0
98,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Reino Unido, Marítimo,4126990.0
99,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Reino Unido, Marítimo,776144.0
100,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Reino Unido, Marítimo,240750.0
101,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Reino Unido, Marítimo,49620.0
102,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Reino Unido, Carretera,384350.08
103,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Reino Unido, Carretera,611684.08
104,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Reino Unido, Carretera,1725461.16
105,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Reino Unido, Carretera,1943480.16
106,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Reino Unido, Carretera,2838816.38
107,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Reino Unido, Carretera,55731.08
114,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Irlanda, Marítimo,200.0
115,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Irlanda, Marítimo,24650.0
116,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Irlanda, Marítimo,0.0
117,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Irlanda, Marítimo,0.0
118,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Irlanda, Marítimo,0.0
119,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Irlanda, Marítimo,0.0
120,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Irlanda, Carretera,0.0
121,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Irlanda, Carretera,0.0
122,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Irlanda, Carretera,22360.0
123,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Irlanda, Carretera,0.0
124,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Irlanda, Carretera,0.0
125,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Irlanda, Carretera,0.0
132,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Dinamarca, Marítimo,401620.0
133,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Dinamarca, Marítimo,555500.0
134,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Dinamarca, Marítimo,1166145.0
135,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Dinamarca, Marítimo,159460.0
136,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Dinamarca, Marítimo,129460.0
137,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Dinamarca, Marítimo,0.0
138,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Dinamarca, Carretera,24001.0
139,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Dinamarca, Carretera,98270.0
140,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Dinamarca, Carretera,149375.0
141,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Dinamarca, Carretera,58652.0
142,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Dinamarca, Carretera,49151.38
143,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Dinamarca, Carretera,24034.0
150,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Grecia, Carretera,0.0
151,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Grecia, Carretera,30000.0
152,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Grecia, Carretera,96600.0
153,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Grecia, Carretera,23000.0
154,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Grecia, Carretera,0.0
155,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Grecia, Carretera,0.0
162,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Portugal (d.01/01/86), Marítimo,23750.0
163,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Portugal (d.01/01/86), Marítimo,23750.0
164,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Portugal (d.01/01/86), Marítimo,0.0
165,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Portugal (d.01/01/86), Marítimo,0.0
166,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Portugal (d.01/01/86), Marítimo,0.0
167,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Portugal (d.01/01/86), Marítimo,0.0
168,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Portugal (d.01/01/86), Carretera,416697.0
169,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Portugal (d.01/01/86), Carretera,431958.0
170,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Portugal (d.01/01/86), Carretera,872115.0
171,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Portugal (d.01/01/86), Carretera,533157.23
172,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Portugal (d.01/01/86), Carretera,1657835.88
173,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Portugal (d.01/01/86), Carretera,8054788.04
180,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Bélgica (d.01/01/99), Carretera,2199420.0
181,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Bélgica (d.01/01/99), Carretera,2781248.0
182,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Bélgica (d.01/01/99), Carretera,3320417.0
183,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Bélgica (d.01/01/99), Carretera,1874368.75
184,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Bélgica (d.01/01/99), Carretera,1659067.2
185,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Bélgica (d.01/01/99), Carretera,457117.0
192,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,362110.0
193,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,477330.0
194,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,395200.0
195,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,296720.0
196,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-05-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,149640.0
197,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-06-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,25050.0
204,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-01-01 00:00:00, Suecia, Marítimo,171380.0
205,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-02-01 00:00:00, Suecia, Marítimo,151200.0
206,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-03-01 00:00:00, Suecia, Marítimo,74590.0
207,"0541 PATATAS, FRESCAS O REFRIGERADA",2017-04-01 00:00:00, Suecia, Marítimo,0.0
