,Provincia,P-t,INE
6,Málaga,4092,29
3,Granada,102,18
2,Córdoba,54,14
0,Almería,0,4
1,Cádiz,0,11
4,Huelva,0,21
5,Jaén,0,23
7,Sevilla,0,41
